indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG01938	-0.0093	0.0055	0.0215	-0.0709	-0.004	-0.0033	0.0012	0.013	-0.0021	0.0031	-0.0114	0.0014	-2e-04	0.0013	0.002	-0.0019	-0.0016	0.0041	0.0028	-0.0017
HG01939	-0.0096	0.0033	0.018	-0.0473	-0.0089	0.0039	-0.0015	-0.0068	0.0023	-0.0072	0.0085	-0.0025	0.0065	-0.0062	0.0028	-0.002	-0.0063	-0.0042	0.0038	0.0038
HG01941	-0.0081	0.0072	0.0161	-0.0752	-0.0092	0.0019	-4e-04	0.0085	-0.003	-0.0013	-0.0014	0.0018	0.0018	-0.0044	-0.0046	7e-04	-0.0011	-0.006	-0.004	8e-04
HG01942	-0.0095	0.0094	0.0118	-0.0631	-0.0072	-0.0013	0.0021	0.001	-0.0052	0.0035	-0.0064	-0.0037	-0.001	-0.0047	0.0023	-3e-04	-0.0018	0.0044	-0.0012	0.0012
HG01944	-0.0098	0.0105	0.0118	-0.0343	-0.0044	-0.0073	8e-04	0.0043	-0.0022	0.0025	-0.0073	-9e-04	0.001	-0.0033	0.0022	0.0032	-0.0051	-7e-04	0.0026	0.0041
HG01945	-0.0103	0.0082	0.0173	-0.0778	-0.0074	0.002	0	-9e-04	0.0026	-0.0063	-0.0023	0.0038	0.0084	-3e-04	-0.005	-0.003	-0.0029	-0.0066	0.0052	1e-04
HG01947	-0.0092	-0.0028	0.0155	-0.0467	-0.0033	-4e-04	-1e-04	0.0054	-0.0026	0.0021	-0.0054	8e-04	0.0021	-0.002	-2e-04	-3e-04	-0.0026	0.0051	-0.0013	-4e-04
HG01948	-0.0033	0.0049	0.019	-0.0614	-0.0047	1e-04	-0.0052	0	0.0035	-0.0076	0.0011	0.0103	0.0021	9e-04	-0.0022	-0.0021	-0.003	-0.0034	-0.0086	0.0043
HG01950	-0.0084	-0.0027	0.022	-0.0475	-0.0016	0.0019	-0.0019	0.0018	0.0031	-0.0021	0.0018	-6e-04	8e-04	-0.0013	1e-04	-8e-04	4e-04	0.0021	-0.0046	-0.0016
HG01951	-0.0057	0.0103	0.0185	-0.0844	-0.0129	2e-04	-0.0116	0.0137	-0.005	-0.0101	-0.0175	0.0105	0.0056	-0.0014	-0.0013	-0.0073	-0.0058	-0.0065	0.0071	-0.001
HG01953	-0.0094	0.0037	0.017	-0.0698	-0.0075	-0.0014	4e-04	0.0014	-2e-04	-0.0081	-0.0037	1e-04	0.0048	-0.0011	0.0053	-0.0018	-0.0074	-0.0065	0.0046	0.007
HG01954	-0.0086	0.0099	0.0214	-0.0805	-0.0074	0.0052	-0.0016	-0.0064	-0.0046	0	3e-04	0.0073	4e-04	-0.005	-0.0013	-0.0061	-0.0031	-0.0049	0.0025	0.004
HG01956	0.0329	2e-04	0.0075	3e-04	-0.0415	0.0526	-0.0017	-0.0259	0.0243	0.0182	-0.0117	0.0131	-0.0408	0.0579	-0.0772	0.0342	0.008	0.0265	0.07	-0.0351
HG01958	0.0349	1e-04	-0.008	-0.0058	-0.0172	0.0051	-0.0585	0.045	0.0285	0.0084	-0.0172	0.0249	-0.0182	0.0481	-0.0173	0.0077	-0.0065	0.006	-0.0414	0.003
HG01961	-0.0102	0.0105	0.0219	-0.0759	-0.0045	5e-04	-0.0024	0.0039	0.005	-0.0076	-0.0013	0.0035	0.0016	0.0028	8e-04	-0.002	-0.0056	-0.0011	7e-04	0.0015
HG01965	-0.0066	-4e-04	0.0115	-0.045	-0.0088	6e-04	0.0012	-0.0028	-0.0028	0.0067	-0.0098	0.0013	0.002	-0.0113	-0.0026	-0.0013	0.001	-0.0022	7e-04	0.0027
HG01967	-0.0086	-0.0052	0.0132	-0.0342	-0.0026	0.0036	0.0013	0.0167	-0.0096	0.0073	-0.0189	0.0014	-0.0089	-0.004	-0.0037	-0.0022	-0.007	0.0016	0.0024	0.0062
HG01968	-0.0092	0.0057	0.0164	-0.0658	-0.0042	0.0037	0.0015	9e-04	-0.0014	-0.0032	-0.0057	0.0036	0.0011	-0.0054	-0.0017	-0.0031	0.0018	-0.0046	-0.001	-7e-04
HG01970	-0.0069	0.0044	0.0146	-0.0378	0.0052	0.0016	-0.0062	0.0129	9e-04	0.005	-0.0118	0.0025	-0.0031	-7e-04	-0.0024	-0.0068	0.0039	0.0068	-8e-04	-0.0038
HG01971	-5e-04	0.0093	0.0098	-0.0442	1e-04	-0.0035	7e-04	0.0073	0.0024	0.0115	0.0018	0.0077	-0.0089	-0.0016	-0.0073	0.0033	0.0108	0.0083	-0.0138	7e-04
HG01973	-0.0078	0.0033	0.0143	-0.0598	-0.0031	0.0061	0.0045	-0.0056	-0.0017	-0.0019	-9e-04	-0.0018	-1e-04	-0.0026	-0.0011	-0.0032	0.0051	-0.0046	-0.0028	-0.0022
HG01974	-0.0084	0.0071	0.0238	-0.0714	-0.008	0.0023	-0.0036	-0.0049	-0.0038	-0.0023	0.0048	-0.0024	-0.0014	-0.0066	-0.0023	-0.0032	-0.0032	2e-04	-0.004	0.0044
HG01976	-0.0093	-0.0014	0.0199	-0.0313	-0.007	-2e-04	-5e-04	3e-04	-7e-04	-7e-04	-1e-04	-2e-04	0.0015	-0.0048	-0.007	0.0028	-0.0024	2e-04	0.0029	0.0035
HG01977	-0.008	0.0033	0.0214	-0.0747	-0.005	0.0037	-0.0031	-0.0068	0.0068	-0.0117	0.0067	-0.0027	0.0056	0.0049	0.0018	-0.0033	0.0021	-0.0035	-0.0091	-2e-04
HG01979	-0.0078	0.0069	0.0156	-0.0556	-0.0033	0.0087	-0.0025	-0.0026	-0.0081	0.0013	-0.007	0.003	-0.0057	-0.0105	-0.0063	-0.0025	-6e-04	-0.003	0.0019	0.0082
HG01980	-0.0033	0.0093	0.0067	-0.0577	-0.0132	0.003	0.0057	0.0123	0.0075	-0.0146	-0.0076	0.012	0.0094	-0.0075	-8e-04	-0.0056	-0.015	-0.0035	-0.0089	0.0014
HG01982	-0.0077	-0.0011	0.0152	-0.041	-0.004	-0.0032	-0.001	0.0046	0.0015	-0.0052	-0.0075	0.005	0.0051	-0.001	-0.0019	0.0035	-0.0077	-0.0076	0.0121	0.0036
HG01985	0.033	-0.0023	0.0039	-5e-04	-0.0221	0.0086	-0.0326	-0.0643	0.0752	0.0239	0.0365	-0.0401	-0.0057	0.0419	0.0101	-0.0037	0.0132	-0.0506	-0.0211	0.0391
HG01986	0.0331	-0.0038	-9e-04	0.0073	-0.016	-0.0167	-0.007	0.007	-0.0138	-0.0122	-0.0038	-0.0106	-0.0242	0.0018	-0.0207	1e-04	0.0271	0.0418	-0.0209	0.0131
HG01988	0.0171	-0.0095	-0.0032	-0.0073	-2e-04	-0.0179	-0.011	0.0051	-2e-04	-0.0247	3e-04	-0.0065	0.0198	0.0139	-0.0016	0.0145	0.0132	0.0086	-0.0157	-0.0159
HG01989	0.0321	-0.0056	-0.0095	-0.0061	-0.0142	-0.0532	0.0059	0.0356	-0.0133	0.0364	0.0202	-0.0253	0.0118	0.0136	0.016	-0.0122	0.0159	0.0053	-0.011	-0.0217
HG01990	0.0343	-0.0034	0.0024	3e-04	-0.0458	-0.0531	0.0062	0.0423	0.0019	0.02	0.0395	-0.0078	0.0441	0.0331	-0.0202	-0.038	-0.0047	0.0143	0.0019	-0.0152
HG01991	-0.0079	-0.0052	0.0243	-0.0624	-0.0045	-8e-04	0.0025	-0.0057	0.0091	-0.0043	-8e-04	0.0044	0.0131	0.0036	-5e-04	0.0023	8e-04	-0.0091	0.0095	0.0018
HG01992	-0.0094	0.0048	0.0132	-0.0615	-0.0075	-0.0012	-0.0027	1e-04	3e-04	-0.0069	-0.0034	-0.0041	0.0057	0	-9e-04	-1e-04	-0.0017	-0.002	2e-04	4e-04
HG01997	-0.0075	0.0093	0.0141	-0.0707	0.0042	0.0039	5e-04	0.0032	-0.0032	0.0046	-0.0139	-7e-04	-0.0051	-0.0024	-0.0086	8e-04	-0.0031	-0.0054	-0.0082	-0.0057
HG02002	-0.0082	-0.0012	0.0166	-0.0672	-0.0072	0.0026	-0.0049	-0.0016	0.0068	-0.0138	0.0072	-0.0047	0.0021	0.0029	0.0031	-0.0054	0.0016	-0.0037	-0.0113	-0.0015
HG02003	-0.0073	-0.0035	0.0188	-0.0598	-3e-04	-0.0031	0.0012	0.0053	0.0023	-0.0024	-0.0074	-0.001	-7e-04	0.0112	0.0028	-0.0048	-0.0069	0.0031	-0.001	-0.0047
HG02006	0.0219	0.007	0.0102	-0.0161	-0.0291	0.0095	-0.0424	0.0031	0.0085	0.0148	-0.0352	9e-04	0.003	0.0202	-0.0035	-0.0109	0.0326	-0.0356	-0.0119	-0.0374
HG02008	-0.0081	0.0045	0.0118	-0.0575	-0.0037	-0.0032	-0.0013	0.0066	-0.0032	-0.0026	-0.0044	-0.0011	4e-04	0.0018	-0.0018	4e-04	-0.01	0.0056	-0.0014	0.0033
HG02009	0.0252	-0.0035	0.0068	-0.0035	0.0219	0.0044	-0.0136	-0.0093	-0.0154	-0.0042	0.071	-0.01	-0.0093	-0.0174	0.0391	0.0039	0.0155	0.008	-0.0319	-0.028
HG02010	0.0336	-0.0041	0.0086	0.0054	0.0019	0.0107	0.0296	0.0124	0.0292	-0.0319	-0.0071	-0.0174	0.0341	0.0602	0.0273	-0.0093	-0.0115	0.0146	0.0186	-0.0221
HG02012	0.0312	-0.004	0.0028	0.0047	2e-04	-0.0144	-0.0213	0.0255	0.0275	-0.0251	0.0131	-0.028	0.0433	0.0061	-0.0023	5e-04	0.0056	0.0111	-0.0038	-0.0169
HG02013	0.03	0.0043	0.0023	-0.0047	-0.0059	-0.0033	0.0057	0.0105	-0.0308	-0.0121	0.0584	-0.0012	-0.0445	-0.0114	0.042	-0.0052	-0.0517	0.0349	-0.003	-0.0133
HG02014	0.0354	-0.003	-0.0021	0.0019	-0.0283	-0.0417	-0.0075	-0.0526	-0.0248	-0.0546	-0.0368	0.0331	-0.0394	-0.0426	0.004	-0.0216	0.0623	-0.022	-0.0414	-0.0211
HG02016	-0.011	0.0248	0.0098	0.003	-0.001	-0.0033	0.0019	0.0036	-0.0028	0.0059	0.0015	-6e-04	-0.0047	-0.004	0.005	0.0023	-0.0064	-0.0034	0.0132	0.0014
HG02017	-0.0089	0.0324	0.0046	0.0156	-0.0022	0.0016	-0.0054	0.0056	-0.0014	-0.0029	-0.0059	0.0022	0.0071	-0.004	-0.0024	0.0014	-0.002	-0.0043	0.001	-2e-04
HG02019	-0.0101	0.0286	0.0053	0.0168	-7e-04	-0.0029	0.0018	0.01	-0.0018	-0.0042	-0.0114	0.0114	0.0052	-0.0037	-0.0042	0.0054	-0.0088	-0.0045	0.0076	0.0041
HG02020	-0.0086	0.0263	0.0038	0.0189	0.0039	-0.001	0.0046	0.001	0.0014	4e-04	0.0074	-0.0115	-1e-04	0.0087	0.0085	-0.0021	0.0046	0.0053	-0.0063	2e-04
HG02023	-0.0089	0.0315	3e-04	0.0132	0.0012	-0.0013	0.0042	0.0027	-0.0086	0.0058	-0.0019	0.0054	-0.0062	-0.004	1e-04	0.0022	-0.0053	9e-04	0.0037	0.0038
HG02025	-0.0094	0.0273	0.0059	0.0028	4e-04	-9e-04	0.0028	-0.004	-0.0027	0.006	0.0042	2e-04	-0.007	-0.0016	-0.0026	8e-04	-0.002	9e-04	-2e-04	0.0017
HG02026	-0.0088	0.0299	0.0056	0.0184	1e-04	-0.0047	-0.0043	0.0103	-0.0022	0.0034	-0.0118	0.0034	-4e-04	-0.0029	-0.0018	0.0049	-0.0029	0.005	-0.0018	-0.0014
HG02028	-0.0072	0.0289	0.0065	0.014	0.0022	0.0067	0.0021	-0.0012	-0.0065	0.0018	-0.0038	0.0018	-0.002	0.0012	-0.0033	-0.0043	0.0055	0.0034	-1e-04	-0.0028
HG02029	-0.0105	0.0276	9e-04	0.012	-0.0015	-0.0062	1e-04	0.0076	-0.0026	0.003	-0.0057	-0.008	-6e-04	-0.0018	0.0107	-0.0014	-0.004	0.0023	-0.0028	0.0019
HG02031	-0.0096	0.026	0.0067	0.0168	-0.0042	-0.0016	-2e-04	0.0032	-0.0012	-0.0136	-0.0055	0.0042	0.0078	-0.0036	-2e-04	0.0023	-0.0094	-0.0095	0.0071	0.0045
HG02032	-0.0091	0.0273	-0.0016	0.0104	0.0024	-0.0015	0.0047	-0.0047	-0.0025	0.0088	0.0019	-0.0101	-0.0107	4e-04	0.0016	-6e-04	0.0079	7e-04	-0.0067	-0.0012
HG02035	-0.0081	0.0284	0.001	0.0095	5e-04	0.0012	0.0019	0.0088	-0.0048	3e-04	-0.0122	0.0034	0.0015	0.0075	-0.0064	-0.0037	5e-04	0.0058	-0.0031	-0.009
HG02040	-0.0094	0.0245	0.0061	0.0137	-0.004	-0.0082	-6e-04	0.0032	0.0031	-0.0049	-9e-04	1e-04	-0.0013	-0.0019	1e-04	0.0085	-0.0087	-0.0037	0.0046	0.0061
HG02047	-0.0084	0.0289	0.0062	0.0123	-0.002	-0.0021	0.003	-7e-04	8e-04	0.0014	-3e-04	-0.0039	0.0027	-7e-04	-2e-04	0.0036	8e-04	2e-04	3e-04	-3e-04
HG02048	-0.0099	0.0257	0.0074	0.0175	-8e-04	2e-04	-8e-04	-5e-04	0.0053	0.0021	-0.0019	0.0078	-5e-04	0.0013	-0.0034	0.0031	-0.001	-0.0043	0.006	0.0038
HG02049	-0.0091	0.0316	0.0084	0.0078	-4e-04	-4e-04	0.0026	-0.005	3e-04	0	0.0097	-0.0074	-0.0013	-0.0012	0.0023	-8e-04	0.0016	0.0018	-0.0056	0.0034
HG02050	-0.0086	0.031	0.0106	0.0163	0.0012	0.0052	-8e-04	-0.0075	0.0042	-0.0065	0.0106	-0.0047	-0.0028	0.0042	0.0031	-0.0039	0.0034	-0.0021	-0.007	0.0023
HG02051	0.0397	0.0012	-1e-04	0.0034	-0.0651	0.0224	-0.0487	0.0101	-0.0903	-0.0375	-0.0914	0.0439	0.041	0.0298	0.09	-0.0062	0.0766	0.1358	-0.0805	-0.0148
HG02052	0.0358	5e-04	0.0032	0.0074	-0.0253	0.0442	0.0124	-0.0168	-0.0033	0.0075	3e-04	0.0368	0.0211	-0.0715	-0.0857	0.0648	0.017	-0.0052	-0.0183	0.0411
HG02053	0.0336	-0.0047	-9e-04	0.0028	0.0128	0.0141	0.0077	0.0124	0.0391	0.0365	-0.035	-0.0053	0.0124	0.019	-0.0122	-0.0456	0.0109	-0.0134	0.0729	-0.025
HG02054	0.0326	0.0024	-9e-04	0.003	-0.0464	0.0199	0.0512	0.0586	4e-04	0.0562	0.0123	0.0384	0.0624	-0.036	0.0022	-0.0806	-0.0264	0.0413	-0.0168	-0.0309
HG02057	-0.0089	0.0326	0.0047	0.0019	0.0093	-0.0059	-0.0035	0.0142	-0.0027	0.0029	-0.0061	0.0109	-0.0072	0.0049	-0.0042	-3e-04	3e-04	0.0041	0.0163	-0.0128
HG02058	-0.0087	0.0247	0.0117	0.0049	0.0021	-0.0029	0	0.0011	0.004	2e-04	0.0019	-0.0038	-0.0045	0.0054	0.0045	0.001	0.0026	0.0014	-6e-04	1e-04
HG02060	-0.0105	0.0327	0.0117	0.0126	8e-04	0.0012	0.0012	-0.0013	5e-04	0.0032	0.0012	-9e-04	0.0021	-0.0031	0.0035	0	-7e-04	-0.0022	0.0062	0.0011
HG02061	-0.0071	0.0326	0.0033	0.0168	-0.0034	8e-04	-0.0036	-0.003	0.0038	-0.0066	-6e-04	-0.0025	0.0064	-3e-04	1e-04	0.0032	0.0012	-0.0052	-0.0027	-5e-04
HG02064	-0.0076	0.0232	0.0119	0.0015	0.0018	0.0023	0.0024	-0.0063	0.0044	0.002	0.0109	-0.0075	8e-04	0.0061	0.0059	-0.0013	0.004	-0.001	-0.009	0.001
HG02067	-0.0089	0.0305	0.0094	0.0154	0.0049	0.0048	-0.0017	-0.0117	-9e-04	0.0022	0.0146	-0.0018	-0.0016	-0.0031	-8e-04	-0.0041	0.0055	-9e-04	-0.0042	0.0023
HG02069	-0.0107	0.0302	0.0029	-0.0022	0.0016	-0.0042	0.0051	0.0051	0.0032	0.0057	-0.0015	-0.0057	-0.0036	7e-04	0.0016	0.0051	0.0018	0.003	0.0048	-4e-04
