indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
NA18612	-0.0081	0.0296	0.0075	0.0112	-4e-04	0.0023	-0.0013	-0.0031	-0.0044	5e-04	-0.0033	-0.0013	0.0021	-9e-04	2e-04	-0.0022	-8e-04	-0.0037	0.0035	-6e-04
NA18613	-0.0107	0.03	0.005	0.0054	-0.0014	-0.002	-9e-04	0.0044	-0.0061	0.0077	-0.0094	-0.0049	-0.0011	-0.0058	0.0036	-0.0011	-2e-04	0.004	-0.0022	-5e-04
NA18614	-0.0093	0.0307	0.0084	0.0055	0.0019	0.0052	0.0035	0.0046	-0.0025	7e-04	-0.0043	0.0012	-3e-04	0.0045	-0.004	-0.006	0.0021	0.0058	-0.0014	-0.0063
NA18615	-0.0078	0.0263	0.008	0.0113	-0.0016	-0.004	-0.0025	0.0048	-0.0021	0.0017	-0.0029	-0.0041	-0.0047	-0.0015	0.0024	0	-0.0011	0.0058	-0.0059	0.002
NA18616	-0.0089	0.0282	0.0129	0.0026	0.0014	0.0048	-4e-04	-0.0097	0.004	-9e-04	0.0114	1e-04	-0.0017	0.0023	0.0014	-8e-04	0.0057	-0.002	9e-04	0.0036
NA18617	-0.0092	0.0295	0.0083	0.0062	0.0027	-0.0036	-6e-04	0.0087	-0.0045	0.0087	-0.0084	0.0025	-0.012	-0.0023	-0.0021	0.0016	-0.0032	0.0041	-0.0018	-0.0015
NA18618	-0.0099	0.0314	0.0107	0.0062	-5e-04	-0.0045	-2e-04	-0.003	0.0022	0	0.0073	-0.0031	-0.001	-0.0015	4e-04	0.0019	-0.0041	4e-04	0.0028	0.0019
NA18619	-0.0093	0.0245	0.0096	0.0014	0.002	0.0041	0.0033	-0.0061	0.0044	0.0032	0.008	-4e-04	1e-04	6e-04	-0.0015	-0.002	0.0047	-0.0021	0.0019	-0.003
NA18620	-0.0096	0.0265	0.004	0.0121	-0.0029	-0.0038	-0.0038	-0.0016	0.0044	-0.0045	0.0025	0.0013	0.0058	0.0011	-0.0017	3e-04	-0.003	-0.0039	0.0012	-8e-04
NA18621	-0.0102	0.0301	0.0128	0.0062	0.0021	0.0019	0.0018	-0.0066	5e-04	-0.001	0.0091	-0.0012	-0.0022	-2e-04	-6e-04	-4e-04	0.0017	-0.0018	1e-04	7e-04
NA18622	-0.0098	0.0278	0.0074	0.007	0.0028	0.0026	-0.0022	-0.0023	0.0058	-0.0024	0.0057	0.0032	5e-04	0.003	0.0019	-0.0015	-6e-04	-0.0024	-1e-04	-0.0012
NA18623	-0.0072	0.0305	0.0046	0.0141	0.0059	-0.0022	-0.0035	0.0038	0.0043	-0.006	0.0013	0.0062	-0.0022	0.0079	-0.003	-0.0016	0.0041	9e-04	0.0059	-0.007
NA18624	-0.0098	0.0244	0.003	-0.0015	-0.0029	-0.0051	-0.0042	0.0046	3e-04	-0.0011	-0.0037	-0.002	0.0018	0.0019	0.0015	0.0013	-0.0035	0.0017	-0.0018	0.0017
NA18625	-0.0096	0.0285	3e-04	0.0127	-0.0039	-0.0032	-0.0066	0.0051	0.0015	-0.0058	-0.0086	-3e-04	0.0037	4e-04	0.0011	0.0022	-0.0098	-0.0097	0.0049	0.001
NA18626	-0.0094	0.0247	0.0028	0.0027	9e-04	-3e-04	4e-04	-0.0037	0.0015	0.0043	0.0036	-5e-04	-0.0022	-6e-04	3e-04	-0.0015	0.0013	0.0021	0.0039	3e-04
NA18627	-0.0095	0.0359	0.0077	0.0174	-0.0017	-5e-04	-0.0029	0.0038	-0.0016	0.0011	-0.0068	0.0014	0.0011	-0.004	0.0013	0.001	-0.0028	-0.0028	-0.0034	5e-04
NA18628	-0.0063	0.0273	0.0062	0.007	-7e-04	0.0034	-0.002	-0.0079	0.0016	-0.0035	0.0094	-0.006	0.0011	0.0025	0.0027	-0.0024	0.0048	4e-04	-0.0062	0.0024
NA18629	-0.0102	0.0309	0.0062	0.0077	0.0013	-0.0014	-1e-04	0.0104	-0.0011	6e-04	-0.0064	-0.0041	-0.0043	0.0012	1e-04	0.0013	-8e-04	0.0063	-0.005	-0.0048
NA18630	-0.0099	0.033	0.0058	0.0208	-0.0025	-0.0015	-0.0033	-0.0032	3e-04	-0.0068	0.005	-0.0052	0.005	-0.0028	0.0058	0.0022	-0.0056	-0.0048	-6e-04	0.0065
NA18631	-0.0098	0.0301	0.0067	0.0132	-8e-04	-0.0045	-0.0026	7e-04	-0.0036	0.0027	-0.0023	-0.0022	-0.0032	-0.0034	5e-04	0.001	-0.0016	0.0011	-0.003	0.0025
NA18632	-0.0094	0.0305	0.0147	0.0118	-8e-04	0.003	0.0041	-0.0091	5e-04	0.0012	0.0085	-0.007	4e-04	-0.0013	0.0036	-0.0021	0.0023	-5e-04	-0.0015	0.0039
NA18633	-0.0096	0.0281	0.0021	0.0184	0.003	-0.001	-0.0048	0.0066	8e-04	-0.0036	-0.0052	0.0061	0.0023	0.0021	-0.0043	-2e-04	-5e-04	-0.0022	4e-04	-0.0058
NA18634	-0.0087	0.0246	0.0067	0.0081	-0.0038	-0.0052	-0.0072	0.0039	0.0067	-0.0155	-4e-04	0.0086	0.0119	0.0011	-5e-04	0.0045	-0.0116	-0.0111	0.0096	0.0011
NA18635	-0.008	0.0259	0.0099	0.0069	0.0055	-0.0018	0.0025	0.0067	0.0028	0.0052	0.0035	-0.0034	-0.0023	0.0054	0.003	-0.0026	0.0046	0.0083	-0.0105	-0.0065
NA18636	-0.0078	0.0266	0.0125	0.0047	-0.0037	5e-04	-0.0031	-0.0082	0.0076	-0.0126	0.0059	-0.0048	0.0088	0.0026	4e-04	9e-04	-0.0021	-0.0055	-0.0024	0.0011
NA18637	-0.011	0.0306	0.0071	0.0079	-0.0045	-0.0056	-0.0043	0.0063	-5e-04	0.0043	-0.0052	-0.0054	-8e-04	-0.0049	-0.0016	-4e-04	-0.0044	0.0032	-4e-04	7e-04
NA18638	-0.0086	0.0211	0.011	0.0087	0.0034	0.0027	0.005	-0.0044	0.0041	0.003	0.0107	-0.0015	0.0015	0.0075	5e-04	-0.0031	0.0076	0.0022	-0.0032	-0.0028
NA18639	-0.0084	0.0305	0.0095	0.016	0.0033	0.0042	-0.0016	0.0011	0.0024	-0.0026	0.0043	-0.0033	-0.0042	0.0075	0.0021	-0.0061	0.003	0.005	-0.0108	-0.0029
NA18640	-0.0099	0.0242	0.0092	0.001	0.0031	0.0039	0.006	-0.0062	-0.0038	0.006	0.0039	7e-04	-0.0059	-4e-04	0.0017	-0.0024	0.0018	0.0032	-5e-04	0.0019
NA18641	-0.0094	0.0337	0.0133	0.0126	0.0022	0.0041	0.0026	-0.0097	0.0018	-0.0047	0.0144	-0.007	9e-04	0.0025	0.0063	-0.0041	0.0033	-0.0041	0.0056	0.0023
NA18642	-0.0102	0.0271	0.005	0.0098	2e-04	-7e-04	0.0013	0.0017	4e-04	-0.0023	0.0039	-0.0011	-0.0054	6e-04	0.0021	-8e-04	-0.0031	1e-04	-5e-04	0.0044
NA18643	-0.0099	0.0255	0.0085	0.0121	0.0012	2e-04	0.0039	-0.0048	-0.0018	0.0068	0.0028	9e-04	-0.0011	7e-04	-2e-04	5e-04	0.0042	0.0022	0.0024	0.0019
NA18644	-0.0091	0.0308	0.006	0.011	-4e-04	-0.0025	-0.0031	0.0061	0.0042	-0.0063	-0.0041	0.0035	0.0019	0.0048	0.0013	-0.0011	-0.0026	-0.0045	-0.0017	-0.0016
NA18645	-0.0104	0.0268	0.0078	0.0082	0.0027	9e-04	0.0044	-0.0022	-0.0017	0.0026	0.0017	-6e-04	-0.0028	-0.0011	-6e-04	-0.0011	0.0021	9e-04	-0.0011	-8e-04
NA18646	-0.0076	0.0318	0.0048	0.0117	0.0013	0.0044	-0.004	-0.0038	0.0027	-0.01	0.0057	0.0015	0.0056	0.0012	-0.0025	-0.0014	-4e-04	-0.0075	-0.0049	-0.0023
NA18647	-0.011	0.031	0.0015	0.0114	-0.0023	-6e-04	-0.0057	0.0067	-4e-04	-0.0038	-0.0072	0.0037	0.005	-0.0038	-0.0019	0.0016	-0.0045	-0.0032	0.0023	-0.0017
NA18648	-0.0088	0.0272	-8e-04	0.0181	-0.0013	-0.0026	-0.0054	4e-04	0.0042	-0.0054	-0.0036	-1e-04	0.003	0.0016	-0.0046	0.0031	-0.0027	-0.0073	-6e-04	-0.0022
NA18740	-0.0073	0.026	0.0085	0.0032	0.0051	-0.002	0.0076	0.0033	-2e-04	0.0072	0.0025	0.0054	-0.0049	0.0036	1e-04	0.003	0.0057	0.0062	0.0013	-0.004
NA18745	-0.0096	0.0273	0.0024	0.0131	-0.0017	-0.005	-5e-04	-1e-04	0.0038	-0.0035	0.003	0.0032	0.0022	-5e-04	-7e-04	0.004	-0.0054	-0.0022	0.0019	0.0032
NA18747	-0.0086	0.0272	0.0093	0.0079	4e-04	-0.003	0.0027	0.0028	0.0012	-2e-04	-0.0059	1e-04	-0.0015	-0.0014	-9e-04	0.0043	-8e-04	-5e-04	-7e-04	-0.0019
NA18748	-0.0093	0.0321	0.0062	0.007	-0.001	-0.0038	-0.0038	0.0021	0.0032	-0.0036	0.0029	8e-04	8e-04	0	8e-04	0.0017	-0.0055	-0.0027	0.0036	0.006
NA18749	-0.0073	0.0312	0.0097	0.0095	0.0019	0.0035	-0.0018	-0.0092	0.0019	-0.0066	0.0092	-0.004	3e-04	0.0028	-0.0011	-0.0017	-2e-04	-0.0043	0.0058	0.0043
NA18757	-0.0093	0.0314	0.0053	0.01	-4e-04	-0.0049	0.0016	2e-04	-0.0032	0.0071	-0.0029	0.0026	-0.0033	-0.0048	-0.002	0.0057	-6e-04	0.0024	-4e-04	0.0052
NA18853	0.0371	0.0047	9e-04	0.0024	-0.0346	-0.0557	-0.0112	0.0026	-0.0295	0.0572	0.0372	-0.0159	0.0364	-0.0019	-0.0421	-0.0236	0.018	-0.0162	-0.0167	-0.0269
NA18855	0.0402	0.0028	0.0029	2e-04	-0.0433	0.0471	-0.0161	0.0391	-0.0343	-0.0216	-0.059	-0.0064	0.0422	0.044	0.0676	0.054	0.0077	0.0891	-0.0446	-0.013
NA18856	0.0395	0.0022	0.0031	0.0054	-0.0194	0.0188	-0.0104	0.0233	0.0887	0.0304	0.0207	0.0232	-0.0207	-0.02	-0.011	0.0118	0.0167	-0.0497	0.0094	-0.0398
NA18858	0.034	-0.0028	-4e-04	7e-04	-0.0126	-0.034	0.0083	-0.0094	0.0195	-0.0456	0.0517	-0.0065	-0.0333	-0.0216	-0.004	-0.0169	2e-04	0.0045	0.0024	-0.0388
NA18859	0.0356	0.0021	-0.0041	-0.0076	-0.0147	-0.0362	-0.0092	-0.0277	0.0078	-0.0145	0.036	9e-04	-0.0432	-0.0175	-0.0153	0.013	0.0156	0.0122	0.0012	-0.0201
NA18861	0.0394	0.0025	0.0024	0.0016	-0.032	0.0829	0.0441	-0.0377	-0.0523	0.0707	0.0159	0.0245	0.0827	-0.0121	0.0487	0.0678	-0.0311	0.0322	-0.038	-0.053
NA18862	0.0341	5e-04	0.0021	0.0013	-0.0018	-0.0217	-4e-04	0.031	0.0221	-0.0239	0.0224	-0.0036	-0.0289	0.0378	-0.0319	0.0133	0.0097	0.0242	-0.0052	-0.0102
NA18864	0.04	0.0032	-0.004	0.0063	-0.0461	-0.0448	0.0271	0.0355	0.0012	0.0434	0.0265	0.02	-0.0032	-0.0064	-0.0119	-0.0437	0.0306	-0.005	-0.0301	-0.011
NA18865	0.038	-5e-04	6e-04	0.0071	-0.0197	0.0815	0.0036	-0.0251	-0.056	-0.0294	0.0031	0.0271	0.0228	0.0066	0.0045	-0.0327	-0.0105	0.0024	-0.0157	-0.0559
NA18867	0.0395	4e-04	0.0011	0.0048	-0.0303	-0.0055	-0.0182	0.0504	0.0227	-0.0626	0.0247	-0.0201	0.0094	0.0769	0.0022	-0.0018	-0.0086	0.0058	0.0231	-0.0362
NA18868	0.0347	-4e-04	-0.005	-0.003	-0.0401	-0.049	0.0117	0.0277	0.0148	-0.0093	0.0391	-0.0207	0.0117	0.0216	-0.0181	1e-04	-0.0189	0.0184	0.0087	-0.0477
NA18870	0.0396	-0.0011	-8e-04	0.0039	-0.0485	-0.034	0.017	-0.0034	0.0176	-0.0109	8e-04	0.007	0.0135	0.0105	-0.0267	0.0131	-0.0201	0.0057	-0.0085	-0.0021
NA18871	0.0385	6e-04	-4e-04	0.0058	-0.0279	-0.0015	-0.0223	-0.0048	-0.0038	-0.0098	0.0079	0.0302	-0.0161	-0.009	0.0098	-0.0336	0.0087	0.0641	-0.0021	0.0101
NA18873	0.042	0	0.0042	-0.0014	-0.0188	0.012	-0.0263	-0.0636	0.0454	0.0274	-0.0012	-0.0213	-0.0244	0.0196	-0.0378	0.0157	0.0141	-0.0598	-0.0218	0.0752
NA18874A	0.0365	-0.0013	0.0057	-0.002	-0.0115	-0.0109	0.0266	-0.0205	-0.0197	-0.0174	0.0564	0.0068	0.0052	0.0416	0.0052	0.032	-0.0314	0.0175	0.0389	0.0611
NA18876	0.0364	-3e-04	-0.0114	0.0077	0.0012	-0.017	0.0421	-0.0092	0.1146	-0.0251	0.0139	0.0016	-2e-04	-0.0767	0.0468	0.0189	-0.0546	-0.0727	-0.0649	-0.0189
NA18877	0.0435	0.004	0.0031	-0.0041	0.0142	-0.0214	-0.0126	-0.0074	-0.031	0.0234	0.0634	0.0443	-0.0436	0.0031	0.0049	0.0087	-0.0377	0.0414	0.0526	0.0166
NA18878	0.0343	0.0022	-0.0013	-0.0027	-0.004	-0.0252	0.0383	-0.0163	0.0011	-0.0029	0.018	-0.0064	-0.0024	-0.0083	0.0027	0.0195	-0.0446	0.0281	-0.0024	0.0322
NA18879	0.0357	7e-04	0.0077	0.0033	-0.0134	-0.0327	-0.0091	-0.0175	-0.0024	-0.0161	0.0743	0.0308	0.0139	0.0271	0.0223	0.0187	-0.0332	0.0376	0.0732	-0.0232
NA18907	0.0294	0.0011	-3e-04	-0.0052	-0.0072	-0.0062	0.0311	-0.009	0.005	-0.0095	0.0172	0.009	0.0079	0.0371	0.0025	0.0104	-0.021	0.0161	-0.0095	0.0043
NA18908	0.0403	9e-04	0.0093	0.0043	-0.0298	-0.0187	0.0119	0.0107	0.0014	-0.0431	0.0559	-0.0526	-0.0194	-0.006	0.0275	0.0208	0.0048	0.0288	0.0053	0.0143
NA18909	0.0383	0.0048	-0.0031	0.0062	-0.0624	-0.0232	0.012	-0.055	-0.0076	0.0404	-0.0342	-0.0241	0.0274	0.0239	-0.055	-0.0707	-0.0426	0.0443	0.0052	0.0781
NA18910	0.0346	0.0019	-0.0057	-0.0026	-0.004	-0.0156	0.0114	0.0413	0.0105	-0.015	-0.0272	-0.0138	0.0046	0.0429	-0.0123	0.0081	0.01	0.0034	0.0071	1e-04
NA18912	0.0356	-4e-04	-0.0044	0.009	-0.0275	-0.0346	0.0198	0	-0.0197	-0.0166	-0.0283	9e-04	0.0256	0.0273	-0.0398	0.0019	-0.0154	0.0398	0.0034	0.031
NA18913	0.0422	9e-04	0.0014	-0.0073	0.0099	-0.0487	0.024	-0.0253	-0.0235	-0.0421	-0.0399	-0.0139	0.0227	-0.013	0.0475	-0.032	-0.0237	0.0018	0.0073	-0.0235
NA18916	0.0337	-0.0018	0.0043	-2e-04	-0.0022	0.0125	-0.0258	-0.0142	-0.0346	0.053	0.0366	0.0056	0.048	-0.014	-0.0303	-0.0492	0.0084	0.0326	2e-04	0.0032
NA18917	0.0366	0.0033	-0.0014	-0.0041	-0.053	0.049	-0.022	-0.032	0.0061	-0.0289	-0.0019	-0.0356	-0.0535	0.0071	-0.0854	0.0549	0.0244	0.0505	0.0999	-0.0037
NA18923	0.042	0.0056	-0.0031	-0.0016	-0.06	0.0238	-0.0782	0.0426	0.0202	0.017	-0.0198	0.0199	0.0176	0.0411	0.0572	0.045	0.027	0.0528	-0.0721	-0.0114
NA18924	0.0436	0.0035	-0.0039	0.0068	-0.0053	-0.0016	0.0358	0.0253	0.0607	-0.0246	0.0234	0.042	-0.0092	0.0122	-0.0348	-0.0033	-0.0215	0.0153	-0.0274	0.025
NA18933	0.0421	0.0022	-0.0073	-0.0019	-0.0477	-0.0729	0.0142	0.0537	-0.0168	0.0648	0.0217	-0.0196	0.0268	0.0297	-0.0286	-0.0329	-0.0141	-4e-04	-0.0153	-0.0216
NA18934	0.04	0.0051	5e-04	0.0088	-0.0282	0.0828	-0.0037	-0.0031	-0.0078	-0.0016	-0.0074	0.0115	0.0249	-0.0383	-0.0215	-0.0603	0.0264	0.029	0.0066	-0.046
NA18939	-0.0093	0.0302	0.013	0.007	0.0047	0.0017	0.0039	0.0073	0.0015	-0.0024	-0.0021	0.0072	-5e-04	0.0041	0.0023	8e-04	-0.0015	-0.003	0.0223	-0.0048
NA18940	-0.008	0.0287	-0.0037	0.0092	-0.0055	-0.0054	-0.0081	0.0061	0.0013	-0.0064	-0.0054	2e-04	0.0083	-0.002	-0.0037	0.0033	-0.0095	-0.0075	-3e-04	0.001
NA18941	-0.0092	0.0313	0.0105	0.0034	0.0045	0	0.0016	0.0181	2e-04	0.0011	-0.0167	0.0078	-0.0034	0.0011	-0.0024	0.0048	6e-04	0.0037	0.0211	-0.0091
NA18942	-0.0086	0.0251	0.0043	0.0105	0.0026	-0.0032	0.0096	0.0028	-0.0037	0.001	0.0011	0.0035	-0.0026	0.0023	-0.0023	0.0011	-4e-04	0.0015	-0.0011	-0.0037
NA18943	-0.01	0.0297	0.0127	0.0022	4e-04	-0.0017	0.0024	0.0041	-0.001	0.0052	0.0016	-0.0023	-0.0051	3e-04	-7e-04	8e-04	8e-04	0.0045	-0.0068	1e-04
NA18944	-0.0076	0.025	0.0038	0.0071	0.0015	-0.0038	0.0016	0.0067	0.0028	-0.0036	-0.0023	-0.0018	0.0021	0.0095	0.0081	-2e-04	-0.0013	0.0027	-0.0019	-0.0042
NA18945	-0.0093	0.0268	0.0058	0.0132	0.0057	-0.0035	0.0136	0.0082	-0.0055	0.0083	-0.003	0.0056	-0.0103	7e-04	-0.0034	0.0022	2e-04	0.0068	8e-04	-0.0029
NA18946	-0.0101	0.0255	0.004	0.0121	0.0016	4e-04	0.0023	0.0101	0.0017	-5e-04	-0.007	0.0043	-6e-04	0.0028	1e-04	7e-04	-3e-04	0.0038	2e-04	-0.005
NA18947	-0.0085	0.03	0.0038	-0.0022	0.0012	-0.0037	0.0042	0.0031	-0.0065	0.0134	-0.005	-0.0031	-0.0097	-0.0073	0.0012	-0.0012	5e-04	0.0034	-0.0069	-0.0018
NA18948	-0.0106	0.0293	0.0037	0.0054	0.0012	-0.0018	-0.0024	0.001	7e-04	0.0036	-0.0011	0.0028	-2e-04	1e-04	-0.0032	0.0026	9e-04	0.0011	-0.0019	-0.003
NA18949	-0.0094	0.0272	0.0122	0.0075	0.0054	-6e-04	0.0029	0.0037	0.0012	0.0077	0.0022	4e-04	-0.0058	0.0064	0.0028	-0.0017	0.0048	0.0037	-0.004	-0.0059
NA18950	-0.0102	0.0309	0.0126	-0.0038	0.0039	0	0.0085	0.0081	-0.0051	0.0141	-0.0032	0.0054	-0.0071	-0.0049	-2e-04	0.0023	-0.001	0.0044	0.0073	-0.0023
NA18951	-0.0098	0.025	-0.0015	0.0133	-8e-04	-0.0058	4e-04	0.0109	-0.0038	0.0029	-0.0059	0.0033	-0.0039	-0.0043	-0.0048	8e-04	-0.0047	0.0063	-0.0035	0
NA18952	-0.007	0.0326	0.004	0.022	0.003	0.0041	-7e-04	-4e-04	0.0075	-0.0142	-0.0014	0.0123	0.0056	0.0066	-0.0027	0.0023	0.0011	-0.0086	0.0181	-0.0066
NA18953	-0.0096	0.0223	7e-04	0.008	-3e-04	-0.0055	-0.0025	0.0141	2e-04	-0.0052	-0.0029	0.0038	0.0065	0.003	8e-04	-3e-04	-0.0035	0.0053	-0.0086	-0.0045
NA18954	-0.0088	0.0248	0.0017	0.008	-0.0015	-0.0024	0.0032	8e-04	-4e-04	-0.0079	1e-04	0.0069	0.0055	9e-04	-0.0066	0.0036	-0.0075	-0.0064	0.0029	7e-04
NA18956	-0.0102	0.03	-1e-04	0.0113	6e-04	-0.0014	-0.0053	0.0057	-0.002	-9e-04	-0.0072	0.0103	0.0032	-0.0038	-0.0053	0.0023	-0.0046	-0.0032	0.008	8e-04
NA18957	-0.0103	0.0276	0.0085	0.0021	0.0036	0.0019	0.0023	-0.0035	0.0072	-0.0013	0.0048	0.0034	8e-04	0.0041	-0.0016	4e-04	0.0052	-0.0031	-0.0015	-0.0025
NA18959	-0.0098	0.0266	0.0032	0.0041	-0.0012	6e-04	-0.0015	0.0058	0.0029	-0.0036	-7e-04	-0.0039	0.0039	0.0045	0.0031	-0.0042	2e-04	0.001	-0.0054	-0.0066
NA18960	-0.0089	0.0328	0.0042	0.0099	-6e-04	-6e-04	-0.0072	0.0188	-0.0044	0.0055	-0.0154	0.0027	6e-04	-0.004	-0.0021	0.0017	-0.0011	0.0044	-0.0085	-0.0062
NA18961	-0.0096	0.0315	0.0045	0.0051	0.0079	-0.0011	0.0045	0.0148	0.0018	0.0019	-0.012	0.007	-0.0037	0.0086	-0.0016	0.003	0.0017	0.0062	0.0119	-0.0155
NA18962	-0.0077	0.0266	0.001	0.0033	-0.0063	-0.0045	-0.008	0.0175	0.0107	-0.0164	-0.0252	0.0021	0.0168	0.0105	0.0118	0.0064	-0.0016	-0.003	0	-0.0137
NA18963	-0.0093	0.0321	0.0162	0.0097	2e-04	0.004	0.0035	-0.0076	3e-04	0.0043	0.0113	-0.0016	-0.0014	-6e-04	0.0013	-0.002	0.0053	0	0.0012	-0.0012
NA18964	-0.0102	0.0268	0.0086	-0.001	2e-04	-0.0024	0.0027	0.003	0.0028	-2e-04	0.0016	-0.011	-0.001	0.0048	0.0093	-0.0016	0.0016	0.0051	-0.0053	-0.0021
NA18965	-0.0089	0.0329	0.0117	0.0038	-0.0015	-0.0015	-3e-04	0.0027	3e-04	0.0029	-0.0039	-2e-04	3e-04	0.0024	4e-04	0.0017	2e-04	1e-04	0.0057	5e-04
NA18966	-0.0085	0.0294	0.0055	0.0096	-8e-04	0.0045	0.0046	-0.0069	-1e-04	0.0014	0.0065	0.0027	-0.0014	0	-3e-04	-8e-04	0.0011	-0.001	0.0032	5e-04
NA18967	-0.0093	0.0303	0.0083	0.0011	-0.001	-0.0033	-0.0041	0.0046	-2e-04	0.001	-0.0051	0.0033	0.0012	-1e-04	-0.0042	0.0021	-9e-04	-0.002	0.0041	-0.0037
NA18968	-0.0074	0.0295	0.002	0.0062	0.0051	-0.0025	0.0019	0.0079	0.005	-0.0126	0.0021	0.0104	0.0037	0.0084	-0.0019	-0.0015	-0.0015	-0.0032	0.0109	-0.0078
NA18969	-0.0109	0.0265	0.0086	-2e-04	0.0019	0.0033	0.0021	-5e-04	4e-04	0.0017	0.0019	2e-04	-0.0018	4e-04	0.0015	-9e-04	0.0029	9e-04	-1e-04	-0.0024
NA18970	-0.0095	0.0265	0.0159	0.0086	-0.0017	-2e-04	0.0015	9e-04	0.0044	-0.0069	-0.0016	0.0051	0.0096	0.0027	0.0025	0.001	-0.0057	-0.0072	0.0114	-5e-04
NA18971	-0.0079	0.0338	0.0098	0.0069	0.0045	-5e-04	-0.0023	0.0149	0.0077	-0.0088	-0.0096	0.008	0	0.0102	-0.003	0.0037	-0.0013	0.0014	0.0107	-0.0088
NA18972	-0.0087	0.0344	0.0112	0.0153	0.0085	0.0016	-8e-04	0.0109	0.0032	0.0044	-0.0048	0.0075	-0.005	0.0072	-6e-04	-0.0024	0.0031	0.0047	0.0138	-0.0098
NA18973	-0.0086	0.0316	0.0075	0.0107	0.0022	-0.0025	4e-04	-0.0047	-0.0079	0.0127	0.0072	-0.0034	-0.0062	-0.0042	0.0021	-0.0024	0.0012	0.0062	-0.004	0.0038
NA18974	-0.0086	0.0315	0.0079	0.0036	0.0015	0.0027	-0.0029	-4e-04	0.0037	0.0011	6e-04	0.0041	3e-04	0.0024	-0.0026	7e-04	0.0031	-0.0038	0.0028	-0.0034
NA18975	-0.0097	0.0324	0.0102	0.004	0	-9e-04	0.0018	0.0013	-0.0038	0.0055	-0.0033	-0.0036	-0.0047	-1e-04	0.0014	1e-04	0.0026	0.0039	-0.0045	-4e-04
NA18976	-0.0095	0.0323	0.0105	0.0065	0.0026	0.0015	-0.0018	-0.0015	0.0045	-0.0048	0.0061	-7e-04	0.0013	0.006	0.0023	-0.0012	-0.0014	6e-04	-0.0045	5e-04
NA18977	-0.0105	0.0305	0.0027	0.0114	0.0016	-0.0031	-0.002	0.0084	-0.0022	0.0068	-0.0097	0.0019	-0.0022	-0.0047	-0.004	0.0031	-0.0013	0.0039	0.0015	-0.0034
NA18978	-0.009	0.0179	0.0032	0.0024	0.0052	0.0046	0.0067	0.0016	-0.0014	-0.0015	0.0041	0.0081	-1e-04	0.0035	-0.0038	-2e-04	0.0027	0.0013	2e-04	-0.0044
NA18979	-0.0105	0.0309	0.0029	0.0023	0.0041	-0.0039	0.0034	1e-04	-0.0028	0.012	-5e-04	0	-0.0097	-4e-04	-0.0015	0.001	0.0032	0.0061	0.0025	1e-04
NA18980	-0.0098	0.0316	0.0089	0.0062	-0.002	-0.0056	-0.003	0.0131	0.0059	-0.0087	-0.0092	0.0045	0.0046	0.0045	0.0037	0.001	-0.0086	-7e-04	0.0015	-0.0018
NA18981	-0.0091	0.0285	-0.0019	0.0087	0.0037	-0.0022	0.0065	0.0051	0	-0.004	-0.003	0.0049	3e-04	0.005	-0.0018	0.0019	-0.0013	-6e-04	-9e-04	-2e-04
NA18982	-0.0094	0.0257	0.0063	0.0075	0.0063	-0.0042	0.0016	0.0086	-0.0029	0.0121	-0.0028	0.0058	-0.0084	-9e-04	-0.0018	0.002	-0.0019	0.008	0.0052	-1e-04
NA18983	-0.0081	0.0288	0.0056	0.0085	-0.0019	0.0014	0.0017	0.005	0.0025	-0.0037	-0.0016	-8e-04	0.0027	8e-04	0.003	0.0026	-3e-04	-0.002	2e-04	-0.0018
NA18984	-0.0079	0.0247	-0.0067	0.0144	0.0011	-0.004	0.0032	0.011	-0.0037	0.0036	-0.0124	0.0029	-0.0044	-0.0034	-3e-04	0.0026	-0.0039	-0.0013	0.0035	-0.005
NA18985	-0.0099	0.0313	7e-04	9e-04	-5e-04	-0.0037	0.0024	0.0033	-0.0075	0.0077	-0.0033	0.001	-0.0063	-0.0053	-0.0082	0.0033	0.0026	0.0086	-0.005	-0.0011
NA18986	-0.0086	0.0263	0.0022	-0.0072	0.0024	0.0011	0.0055	0.0024	-0.001	0.0086	5e-04	-5e-04	-0.0063	-0.0031	-5e-04	3e-04	0.006	0.0013	-0.001	-1e-04
NA18987	-0.0101	0.0271	0.0048	0.0015	-0.003	-0.0057	-5e-04	0.0085	-9e-04	0.0049	-0.0053	0.003	-0.0028	-0.003	-0.0026	0.0011	-0.0056	4e-04	0.0035	-0.0013
NA18988	-0.0104	0.0307	0.0074	0.001	-0.0055	-0.0053	-0.0037	0.0047	7e-04	-0.0027	-0.0032	-0.0027	0.005	-0.0022	0.0024	0.0026	-0.007	-3e-04	-0.0026	7e-04
NA18989	-0.0094	0.0263	0.0039	0.0123	0.0031	0.004	0.005	0.0121	-0.001	-0.0064	-0.0065	0.0162	0.0055	1e-04	-0.0078	0.0011	-0.0036	-0.0028	0.0056	-0.0065
NA18990	-0.0094	0.0287	0.0061	-0.0012	0.0039	3e-04	-0.0042	-0.0055	-7e-04	0.0068	0.0095	-0.0038	-0.0033	0.0038	-0.0025	-0.0063	0.0059	0.0042	-0.0095	-0.0019
