ID1	ID2	IBD_CM_SUM
HG00734	HG01063	15.26974
HG00274	HG00376	5.09671
HG03514	NA18489	5.172539
HG00099	HG00115	6.429611
HG02307	HG02477	11.22461
HG00310	HG00334	6.090851
HG01991	NA19750	5.10466
HG02634	HG02810	10.91812
HG01073	HG01164	9.333111
HG02085	HG02152	5.183601
HG01973	HG01997	5.086304
HG01571	HG02304	6.776805
HG01187	HG01413	18.30971
NA20508	NA20539	14.39938
HG02760	HG02810	5.090813
HG01858	HG02016	5.141968
HG01363	NA19759	5.210748
HG03696	HG03760	13.86589
HG01363	NA19657	5.025555
HG01626	NA11932	6.653876
HG02051	HG02799	6.376198
HG00309	HG00329	6.993477
HG01242	HG01414	14.77351
NA19731	NA19732	5.160706
HG02943	HG03105	8.437515
HG01598	HG02084	5.578873
NA19377	NA19471	7.849983
HG01871	HG02067	8.457982
HG01941	NA19664	5.900391
HG01871	HG02046	8.457982
HG01924	HG01939	6.155128
HG02784	HG03640	33.65963
HG01941	HG02147	5.132336
HG01980	HG02299	5.131804
HG00304	HG00341	5.162346
HG00274	HG00379	5.294947
HG03514	HG03517	12.89298
HG01871	HG02047	7.041286
HG03837	HG03953	6.179832
HG01092	HG01198	11.96134
HG02087	HG02382	6.557958
HG02081	HG02128	9.389481
HG02778	HG02780	11.18016
HG03745	HG04006	8.89835
HG00238	HG01048	6.947311
HG00366	NA20768	5.098086
HG00138	HG01105	5.27273
HG01360	HG01489	20.44632
NA19171	NA19239	7.37188
HG03745	HG03850	11.80231
NA18553	NA19006	5.658406
NA21086	NA21093	5.338406
HG01086	HG01414	8.489517
HG02946	HG03366	55.69374
HG00422	HG02017	5.004871
NA19075	NA19080	5.858532
NA11893	NA12273	7.929634
HG00311	HG00325	6.728748
HG01052	HG02728	5.156753
HG03303	NA18511	5.305351
HG01067	NA21114	6.169489
HG00138	HG01168	5.27273
HG01111	HG01395	14.54635
HG01979	HG02265	5.401443
NA07357	NA20544	5.025555
HG00189	HG00338	17.78458
NA19324	NA19468	6.326012
HG00138	NA20819	5.397831
HG01882	HG02477	6.653564
HG01444	HG01977	6.557958
HG00189	HG00355	5.101425
HG01353	HG01498	15.64375
HG03303	NA20362	5.354507
HG01947	NA19731	5.139999
HG01086	HG01303	5.480774
HG02479	HG02481	9.269257
HG00276	HG00309	17.98336
NA19376	NA19439	11.2111
NA19318	NA19436	5.025555
HG03189	NA18881	5.061582
HG02128	HG02513	5.225977
HG00259	NA07048	5.220665
HG01073	HG02292	5.82086
HG01807	HG02355	5.70434
HG03135	HG03514	5.19763
HG02180	HG02407	5.127426
NA19376	NA19475	6.344147
NA19171	NA19240	7.37188
HG03874	HG04015	5.398203
HG00188	HG00334	5.771126
HG00366	HG00378	15.50198
HG00259	HG01341	5.19763
HG02023	HG02076	5.35709
NA20752	NA20778	10.62798
NA20508	NA21087	5.010643
HG00422	HG00448	12.13401
HG02973	HG03118	20.92317
HG00326	HG02271	5.27273
HG03690	HG03955	6.096474
HG02974	HG03265	6.45351
HG00239	HG00267	5.421616
HG01168	HG01398	14.92054
HG02973	HG02977	6.459316
HG02611	HG02860	5.953777
HG02325	HG02455	5.617577
HG01797	HG02390	6.115417
HG01441	HG02253	5.239677
NA18516	NA18923	8.799477
HG00445	HG00543	5.478409
HG00326	HG00332	5.996902
HG01797	HG01813	7.488403
HG00176	HG00378	10.55166
NA19448	NA19473	10.78173
HG00176	HG00368	8.492912
HG02470	NA20318	6.614189
NA20520	NA20582	5.717106
HG01926	HG02150	6.016142
HG01797	HG02396	8.771896
HG03679	HG03885	5.129341
NA18998	NA19054	7.593285
HG01708	NA19780	5.309298
NA18968	NA19003	6.195358
HG02977	HG03133	5.192902
HG01369	HG01437	7.798661
HG03082	NA19310	5.003267
HG03063	HG03572	13.02872
HG01369	HG01918	7.664155
NA19028	NA19439	5.287422
HG03063	HG03073	7.041279
HG01168	HG01190	26.59319
HG03303	NA19099	5.162384
HG00879	HG01813	5.569054
NA20808	NA20821	5.402786
HG01441	HG01892	7.128034
HG00326	HG01861	5.952078
NA21088	NA21125	17.785
HG02221	HG02238	5.476791
HG03303	NA18877	5.19763
HG02601	HG03789	5.19763
HG01130	HG01148	5.112728
NA19316	NA19436	47.33893
HG01882	NA19171	5.586863
NA19652	NA19722	5.493073
HG01979	HG02147	6.932987
HG00326	HG00384	5.128624
HG01348	HG01444	16.2243
HG01868	HG02521	7.429604
HG03118	HG03280	10.35049
HG01052	NA20795	5.153424
HG00326	HG00345	5.971321
NA19316	NA19347	6.009975
HG01070	HG02277	5.073387
NA19316	NA19471	7.183403
HG00285	HG00310	8.73996
HG01052	HG01305	6.737885
NA20536	NA20822	11.30167
HG00176	HG00282	9.117821
HG02315	HG02339	13.44783
NA19375	NA19468	5.036644
HG01052	NA20518	5.153424
NA19310	NA19435	7.879013
HG01518	HG01625	5.163582
HG01468	HG01678	5.810738
HG03698	HG03886	10.27597
HG02095	HG02558	16.29149
HG01377	HG01464	7.065117
HG00419	HG00525	11.27831
HG01468	HG01485	6.689941
HG00443	HG01354	5.27273
NA12760	NA12813	7.062693
HG03133	HG03267	11.90566
HG03073	NA19909	5.259666
HG01468	HG01479	5.520115
HG01066	HG01396	6.649403
HG00619	HG00626	6.016142
NA20512	NA20815	6.303085
HG00117	NA20278	5.162384
HG03073	HG03476	7.690701
HG01066	HG01111	6.905605
NA19042	NA19428	6.262627
HG01926	HG02259	11.18988
HG03091	HG03548	6.270943
HG00436	HG00475	5.045782
HG01600	HG02084	5.073195
HG03091	HG03391	16.45837
HG00619	NA18957	5.139999
HG03711	HG03894	6.970909
HG01620	HG02239	7.875826
NA18944	NA18987	11.11996
HG00443	NA18982	5.031044
HG01271	HG01354	5.312073
HG03127	HG03159	5.8302
HG01926	HG02271	5.95253
NA19035	NA19347	8.689108
HG03133	HG03268	16.78218
HG00364	HG00373	6.337173
HG00358	HG00367	16.82478
HG01395	HG01403	11.91041
HG01926	HG01991	5.072517
HG01168	HG01187	6.444778
NA19042	NA19334	5.202217
HG01257	HG02651	5.062345
HG03679	HG03873	5.934299
HG01257	HG01389	23.77904
NA19028	NA19384	12.30025
NA19035	NA19312	5.538702
NA07037	NA19725	5.025555
HG01257	NA19664	5.481583
NA12003	NA12813	5.432384
NA19035	NA19316	5.538702
HG01926	HG01979	5.166416
NA19035	NA19456	8.223896
NA18981	NA19063	5.139999
HG01504	HG01625	5.94693
HG01286	HG01312	13.00111
HG02536	HG02923	7.492908
HG00590	HG00698	5.797243
HG01149	HG01474	24.6771
HG03385	HG03548	8.011612
HG01850	HG02141	5.089865
NA19372	NA19463	12.90981
HG03709	HG03870	6.79926
HG01082	HG01311	23.12557
HG03897	HG03995	6.62999
HG01204	HG01326	8.964708
HG02275	NA19758	5.731925
HG00654	HG00662	9.341721
HG02146	NA19657	7.555571
NA20528	NA20828	17.69616
HG03298	HG03511	5.305882
NA20528	NA20534	10.99861
HG03774	HG03775	14.64649
HG01351	HG01680	9.42849
NA12058	NA20768	5.168638
HG01578	HG01920	5.751335
HG01060	HG01083	34.512
HG00105	NA12234	5.327082
HG00656	NA18550	7.53055
HG03298	NA19238	6.61042
HG02484	HG03100	5.19763
HG01848	HG02048	5.308348
HG00240	HG01791	6.987621
NA19307	NA19374	6.550128
HG00656	HG00701	7.773712
HG00335	HG00366	5.113262
HG00437	HG00533	5.793018
HG02813	HG03049	12.04202
NA20528	NA20765	5.915958
HG00245	HG01377	5.571924
NA19331	NA19378	5.635235
HG03298	HG03363	29.67478
HG01060	HG01094	22.3128
HG00253	HG00259	6.674904
HG00116	HG00125	8.077942
HG03777	HG03780	5.328651
HG02266	NA19759	6.677773
NA19729	NA19783	5.593418
HG01345	NA19670	5.450336
HG01699	NA19722	8.840637
HG00185	HG00319	18.78065
HG02666	HG02814	5.824179
NA19025	NA19438	7.589363
HG00102	HG01377	5.841109
NA19654	NA19681	5.17561
HG03873	HG04039	5.087456
HG00159	HG01625	5.194124
HG02047	NA21108	6.158067
HG03109	HG03518	6.526268
HG00182	HG00282	10.04008
NA20509	NA20541	6.018116
NA19320	NA19397	5.539352
NA19320	NA19338	5.207317
HG00159	NA20334	5.996166
NA19654	NA19731	5.162384
HG01140	HG01250	14.53403
HG00740	NA19648	10.21508
HG02073	HG02121	5.27816
HG01566	NA12058	6.779022
NA19320	NA19461	6.403966
HG00743	HG01325	6.593807
HG01494	HG02144	5.854691
NA18967	NA18972	5.669169
HG00581	HG02155	6.36126
HG03619	NA20870	5.487694
HG02763	HG02884	11.67068
HG02255	NA19466	5.096545
HG01281	HG01359	5.088421
NA19320	NA19434	7.767887
HG03159	HG03190	5.311356
HG03738	HG03849	5.91535
HG03378	HG03419	7.186783
HG03096	HG03397	16.83022
HG02491	HG02784	23.76914
HG00500	HG00524	16.88433
HG03888	HG04019	5.097609
HG00339	HG00380	5.161438
HG00867	HG01046	5.141815
HG03378	HG03433	5.385956
NA20849	NA20859	5.474068
NA20504	NA20826	6.479935
HG03198	NA19130	5.096545
HG03378	NA19920	5.35709
HG00406	HG00463	6.915394
NA21122	NA21127	12.82513
NA20755	NA20765	8.448929
NA20849	NA21095	5.692535
HG03378	HG03460	7.186783
HG01953	HG01991	6.184273
NA20884	NA21093	11.34997
HG00595	HG02356	5.090919
HG00330	HG00351	5.514618
NA20582	NA20803	7.322151
NA19017	NA19019	8.516731
HG01431	HG01771	7.074169
NA20875	NA20899	14.78849
HG03944	HG03950	12.04496
NA19323	NA19395	8.034225
HG01915	HG02496	5.867783
HG02923	HG03370	28.7336
HG03160	HG03298	6.686931
NA19328	NA19428	5.196655
HG01863	HG04035	6.016142
NA20875	NA20902	15.16763
HG02757	HG02768	5.869492
HG02757	HG02860	5.794346
HG02790	HG03765	7.217422
HG01915	HG02922	5.097147
HG00557	HG00623	9.901707
HG01863	HG01977	5.208067
NA18966	NA19078	5.441067
HG00345	NA20806	5.302418
HG01272	HG01497	48.73206
HG01311	HG02253	5.641315
HG00266	HG00330	5.364384
NA18504	NA19920	5.70434
HG01863	HG02392	6.016142
HG00321	HG00346	13.26382
NA19025	NA19437	7.422829
HG01863	HG02151	6.016142
HG00182	HG00332	7.078667
NA19025	NA19468	7.809044
HG03693	HG03752	5.062345
HG02839	HG03539	7.736725
HG00182	HG00183	12.88012
HG01917	HG02292	5.984828
NA19328	NA19334	6.257042
NA19025	NA19042	8.985374
HG01102	HG01979	5.27273
HG00185	HG00384	5.421265
HG03419	HG03460	13.63657
HG00185	HG00361	10.77323
HG02855	HG03391	5.171432
NA12234	NA19734	6.172818
HG01311	HG01312	15.69249
HG00266	HG00337	8.79335
HG01345	HG01474	7.33046
HG02003	NA19729	11.56479
HG03109	HG03511	17.54633
HG03212	HG03563	8.837906
HG00182	HG00382	13.49485
NA20850	NA21128	6.413742
HG02798	HG03397	5.954367
HG01794	HG02155	5.119118
HG03175	HG03279	17.76144
HG03998	HG04039	6.977531
HG01121	NA19652	7.997498
HG03196	HG03279	7.277206
HG02953	HG03190	40.60824
HG03645	HG03858	21.15705
HG01921	NA19741	5.656395
HG00265	NA21087	5.139999
HG01121	HG01363	5.829248
HG02164	HG02351	7.522945
HG00242	NA20541	11.28887
NA20778	NA20821	15.29884
HG01794	NA18633	5.385107
NA18947	NA18990	6.016142
HG02314	NA19473	5.013327
HG01359	HG01372	12.46502
NA20503	NA20783	15.67896
NA18986	NA19078	5.062345
HG03313	HG03517	5.524399
HG00101	HG00119	14.6245
HG01766	HG01771	5.298454
NA19030	NA19455	5.09581
HG01055	HG01204	5.451447
NA18962	NA19077	5.559464
NA19901	NA20318	10.95842
HG03695	HG03887	7.977065
HG02164	HG02395	5.307678
HG00242	NA12489	8.15966
HG02419	HG03108	6.454447
NA19030	NA19394	5.09581
HG03064	HG03452	9.768215
HG01794	HG02398	7.34465
HG03760	HG04035	9.341774
NA18951	NA19058	5.056183
HG03760	HG03851	6.152107
NA19338	NA19452	17.37329
HG03689	HG03736	10.89252
HG02259	NA19759	5.85825
HG01799	HG02384	5.117302
HG03752	HG03963	6.112568
HG01055	NA12249	5.334294
HG03689	HG03866	22.88672
HG00242	HG01489	5.062345
HG03695	HG03949	5.852425
HG01894	HG02343	25.44433
HG01431	HG01438	11.70909
HG01894	HG02508	10.8344
HG02075	HG02522	5.44558
HG01486	HG01556	8.839302
HG01572	NA19735	6.016142
HG01253	HG01437	5.006638
HG00271	HG00379	5.122356
NA19095	NA19184	5.550586
HG00463	HG00479	5.232056
NA19043	NA19461	5.309298
HG00107	HG00119	19.76012
HG01486	HG01522	6.26181
HG02614	HG02878	5.33481
HG00365	HG01064	5.88456
HG03926	HG04194	5.578873
HG00232	NA06985	6.431828
HG00145	NA12155	5.538702
HG03785	HG04054	11.17511
HG01063	HG02255	7.077377
HG01923	HG02105	6.550128
HG03442	HG03556	9.521862
HG01894	HG02307	8.365181
HG02562	HG02589	5.808388
HG00145	HG00349	5.532028
NA18618	NA18967	5.025555
HG03442	HG03457	5.533577
HG00272	HG00315	6.114213
HG01072	HG01170	5.196533
HG01961	HG02146	5.208099
HG03556	NA19917	5.141451
HG00365	HG00373	18.69993
HG02449	HG02470	5.693302
HG00271	HG00330	7.417969
HG02057	HG02064	5.872978
HG01277	HG01551	13.55912
HG01961	HG01991	5.615883
HG01939	HG01961	5.163795
HG02215	NA11843	5.516276
HG00265	HG01512	5.371178
HG03899	HG03953	6.880577
HG02025	HG02164	6.947311
HG00675	HG00704	21.64184
HG00290	HG00361	5.029892
HG02449	NA20318	5.269272
HG01932	HG02146	5.111264
HG03556	HG03558	16.11922
HG01596	HG01868	5.203533
HG03372	HG03517	6.129997
NA20867	NA21114	5.061413
HG01121	HG01374	5.592781
HG03556	NA19913	6.676151
HG00365	HG00368	6.000458
HG01938	HG02105	19.91375
HG00404	HG00629	5.443498
HG03556	HG03583	12.66771
HG00404	HG00437	14.16457
HG02953	NA19159	5.19763
NA19207	NA19223	6.57028
HG00145	NA07000	5.025555
HG03069	HG03455	5.397369
HG03753	HG03960	5.593418
HG02497	HG03096	9.286186
HG02271	NA19786	8.619335
HG01840	HG01853	5.80011
HG02546	HG02555	13.96771
HG02271	NA19746	6.851588
HG01873	HG01878	8.741951
HG01840	HG01843	6.97897
HG01873	HG02069	5.608978
HG02271	NA19783	5.147615
NA19198	NA19213	11.26695
HG02271	NA19729	6.016142
NA11994	NA12748	9.840704
NA19031	NA19437	15.61989
HG02271	HG02275	5.307964
HG02675	HG02882	5.646721
HG03291	HG03517	6.561642
HG02107	HG03397	5.629
HG03752	HG04100	5.173911
NA19308	NA19457	5.650574
HG01796	HG01797	11.30537
NA19449	NA19472	9.727615
NA18489	NA19431	5.025555
HG02256	NA20320	5.641264
HG02938	HG03268	5.395733
NA20502	NA20516	14.76337
HG00146	HG00365	5.25938
HG02715	HG02878	6.340141
HG02363	HG02395	6.536289
NA20896	NA21142	5.282196
HG03117	NA19147	6.138725
NA19308	NA19393	56.28944
HG02107	HG02545	10.37013
HG00533	NA19731	5.111264
NA19347	NA19436	7.219759
HG03199	NA19119	9.943169
HG01260	HG01462	5.042587
HG02780	HG03015	14.72359
HG03717	NA20874	5.078188
HG03432	HG03442	5.106178
NA20889	NA21115	14.27651
NA20889	NA21144	6.623795
NA20896	NA21137	5.949348
HG03370	HG03515	9.53064
HG01684	HG01699	5.565105
HG00524	NA18976	5.025555
HG00524	HG00533	26.07777
HG03300	HG03343	7.27224
NA20889	NA21130	10.7901
HG03130	NA19240	6.016142
NA20889	NA21087	6.188118
HG00475	HG00536	31.14039
HG03301	HG03517	6.129997
HG03511	NA19184	12.83273
HG03833	HG03937	6.161911
NA18912	NA19116	5.54541
HG01804	HG02373	5.364517
HG02727	HG02784	19.51256
HG00631	HG02131	6.645743
HG01269	HG01700	5.830055
HG03193	HG03202	6.03701
HG00759	HG02406	29.57328
HG01893	HG02259	5.232292
NA20586	NA20755	16.19098
HG00282	HG00318	5.829659
HG01164	HG01402	17.78023
NA19332	NA19393	9.791964
HG02286	HG02301	5.367058
HG03193	HG03342	6.652756
HG01602	HG02260	5.085531
HG03896	HG04039	5.211952
NA20771	NA20785	7.102867
HG02286	HG02292	6.7873
HG01142	HG01489	10.58852
HG00282	HG00332	6.426926
HG01762	HG01786	5.489725
NA19038	NA19351	5.694794
NA21093	NA21142	13.22873
HG03861	HG04023	12.09971
HG03394	HG03572	6.042969
HG02687	HG03019	18.57609
HG01892	HG02301	16.52692
NA10851	NA12383	17.66857
HG01197	HG01242	5.792717
HG00978	HG02381	8.280426
NA20540	NA20790	5.387451
HG01893	HG02105	6.673813
HG02817	HG02885	9.800056
HG00978	HG02351	7.451172
NA19184	NA19185	20.84262
HG03944	HG03953	5.093178
NA19038	NA19347	5.408691
NA19038	NA19436	5.506371
NA19315	NA19320	5.036896
HG02645	HG02895	13.76479
HG00978	HG02187	14.25278
HG00331	HG00358	13.37744
HG01048	HG01312	10.38902
HG01134	HG01768	5.172417
HG01942	HG02292	5.480774
NA18953	NA19081	5.633995
HG01048	HG01061	24.64448
HG01968	HG02277	5.300831
HG01926	HG01945	6.793182
HG00367	HG00383	31.16248
HG01048	HG01088	5.901772
HG02947	HG03352	8.453025
HG01124	HG01366	27.04203
HG00337	HG00355	5.89299
HG03311	NA18871	5.097473
HG01926	HG01961	5.506685
HG00127	HG00130	5.347336
NA19390	NA19391	5.764385
NA20798	NA20802	7.264584
HG02419	HG02536	21.12792
HG00337	HG00367	7.554886
HG02284	NA12827	6.909508
HG01124	HG01134	5.00116
HG00742	HG01177	8.563133
NA19390	NA19430	6.664536
HG01069	HG01204	5.583145
HG01357	HG01456	13.23777
HG00638	HG01392	8.67244
HG02070	HG02116	6.065293
HG01104	HG01161	25.52169
HG01104	HG01105	18.27842
HG01134	HG01374	21.46695
HG00274	HG00383	6.736877
HG01357	HG01378	22.6188
HG01085	HG01325	9.649083
HG02186	HG02356	5.270615
NA20869	NA21124	6.389877
HG03686	HG03896	5.831411
HG01357	HG01444	10.63163
HG00180	HG00325	8.113495
HG03752	HG03999	6.985287
HG00274	HG00320	5.371071
HG01459	HG01486	5.608085
NA07048	NA12272	7.923136
NA21110	NA21113	6.080276
HG00186	HG00315	6.746269
HG00182	HG00341	5.37709
HG00553	HG00637	6.018097
HG00186	HG00269	6.304222
HG03271	HG03520	5.202463
HG00186	HG00272	9.663451
HG02922	HG03517	12.2293
HG00182	HG00276	5.001907
NA19313	NA19376	5.045544
NA20875	NA21114	27.83639
HG00742	HG01080	18.37839
NA20869	NA21127	6.97205
HG01085	NA12812	5.345764
NA21110	NA21112	7.004259
HG00327	HG00381	6.955978
HG02152	HG02373	5.053452
NA19309	NA19401	5.464661
NA20862	NA20887	12.2723
HG01951	HG02259	5.309101
HG00186	HG00268	15.09431
HG01465	HG01556	6.16935
HG02922	HG03511	11.74033
NA18570	NA18593	5.230186
NA19625	NA20314	10.06063
HG00553	HG00641	5.531303
HG00274	HG00361	6.100868
HG02291	HG02299	5.539654
HG02367	HG02379	8.706871
HG00653	HG00690	8.041651
HG02970	HG02973	13.88541
HG01049	HG01191	12.13317
NA19334	NA19428	17.09413
HG01432	HG01519	5.170155
HG02970	HG03129	5.355209
HG01049	HG01392	10.11282
HG02970	HG03132	5.594597
HG01432	HG01512	6.016978
HG00232	HG00259	14.80852
NA19310	NA19457	6.95414
NA19146	NA19210	30.70132
HG03108	HG03199	7.803333
NA21110	NA21115	6.460831
HG02573	HG02628	5.037121
NA19309	NA19452	14.465
NA19385	NA19461	5.371223
HG00232	HG00244	5.531712
HG00596	HG00598	5.313255
HG02152	HG02377	5.84819
NA20521	NA20769	8.951202
HG01432	HG01679	5.016042
HG03212	HG03473	7.083488
HG02888	HG03048	20.07054
HG03055	HG03097	5.38343
HG02944	HG03298	9.97287
NA19404	NA19472	5.577499
HG01257	HG01668	6.08638
HG01254	HG01455	7.863945
HG03055	HG03073	5.402387
HG02002	HG02150	5.91803
HG01956	HG02054	16.67841
HG02970	HG03196	5.172592
HG03376	HG03572	17.12875
HG02974	HG03511	5.603631
HG02610	HG02882	5.824127
HG02944	HG03352	11.40566
HG02944	HG03366	7.643414
HG01049	HG01080	8.047005
HG02643	HG02895	12.14201
HG03917	HG04173	10.65051
NA19027	NA19312	6.00848
HG00100	HG00242	5.397549
HG00100	HG00112	28.89579
NA19027	NA19390	5.380524
HG00733	HG01205	5.134697
HG01675	HG01783	5.781265
HG03040	HG03048	6.525986
HG00733	HG01412	10.21822
HG01626	HG01670	9.491253
HG02064	HG02141	7.445709
HG00281	HG00323	26.91138
HG03040	NA20289	5.579983
HG03577	HG03578	6.622055
NA19027	NA19475	8.040527
HG02185	HG02407	6.830957
HG00355	HG00367	5.89299
HG02944	HG03372	11.37577
HG03796	HG04161	5.348526
HG01095	HG01167	6.369345
HG00637	HG01248	8.168243
NA19755	NA19785	10.47841
NA21123	NA21130	5.169899
HG03644	HG03886	5.344467
HG00637	HG00641	13.17984
HG01678	NA19779	5.734138
HG00637	HG01097	7.865826
HG02725	HG03021	6.571251
HG00350	HG00378	6.771854
HG03202	HG03304	8.987864
HG03644	HG04035	9.714714
HG03397	HG03485	7.243103
HG01527	NA19722	8.503082
HG03644	HG03756	7.270222
NA20541	NA20821	7.037037
HG00867	HG02409	6.214745
HG03397	HG03401	7.428547
HG00100	NA19914	8.604061
HG02621	HG02854	5.213834
NA20541	NA20809	9.212193
NA20541	NA20832	8.43273
HG03644	HG03681	7.575457
NA19374	NA19403	10.3222
HG01259	HG01512	6.204976
HG02756	HG02763	6.789299
HG00336	HG00379	5.09407
NA20513	NA20814	13.61475
HG03446	HG03484	5.014935
NA19108	NA19141	5.756889
HG00116	NA07000	5.797081
NA20877	NA21143	11.19331
HG00369	HG00384	5.990967
HG01251	HG01256	19.47282
HG01136	HG01272	6.494112
NA19374	NA19428	7.196053
HG00130	NA11893	5.277664
NA19457	NA19467	6.789871
HG00130	NA12004	5.033226
HG03202	HG03291	5.716232
NA20588	NA20819	15.22572
HG01525	HG01607	5.164688
HG01847	HG02073	8.482956
HG00343	HG00369	6.294083
HG02048	HG02521	5.006174
HG01251	HG01498	24.06701
HG01847	HG02049	17.82991
HG00269	HG00315	7.261055
HG00242	HG00261	23.02081
HG03672	HG03753	6.293938
HG02052	HG02107	20.62494
HG03672	HG03740	14.47771
HG01537	HG02221	5.303219
HG02147	HG02150	5.010933
HG03754	HG03991	6.243527
HG02585	HG02861	15.28976
HG00173	HG00358	9.700539
HG00118	HG02419	7.426552
NA20888	NA21128	6.708714
HG01945	HG02089	11.08291
HG03812	HG03824	22.4222
HG03754	HG03953	5.61667
HG02585	HG02611	5.220505
HG03754	HG03836	5.829418
HG00410	HG00449	5.469193
NA19452	NA19474	6.111465
HG02360	HG02383	5.466553
NA19399	NA19472	9.425392
HG00173	HG00327	5.321945
HG00173	HG00180	5.349865
NA21091	NA21124	5.817387
NA19430	NA19466	6.937122
HG00258	HG00343	5.098251
HG00272	HG00371	6.760273
HG01389	HG01536	13.37999
HG00343	HG00382	8.800697
HG01599	HG02072	8.175892
NA19092	NA19099	8.260559
HG03754	HG03985	5.009095
HG00256	HG00264	7.123566
HG01161	HG01177	18.39576
HG03754	HG03955	5.639454
HG00641	HG01326	26.71579
HG01161	HG01162	19.70682
HG00171	HG00173	5.083847
HG00731	HG01063	11.11623
HG03848	HG03986	13.71992
HG03343	HG03521	7.740276
HG01182	HG01384	7.820419
HG01161	HG01164	13.10325
HG00551	HG01187	26.87302
HG01052	HG01079	5.005447
HG01131	HG01556	10.15448
HG00171	HG00280	7.661484
NA21091	NA21104	10.55786
HG00173	HG00360	5.422497
NA19019	NA19328	13.87003
HG02360	HG02407	7.201401
HG01063	HG01188	16.23465
HG02156	HG02164	5.208015
HG02790	HG02792	5.271553
NA20868	NA21091	5.781876
HG00328	HG00364	5.346252
HG01063	HG01248	35.7013
HG01917	HG02252	5.496651
HG03750	HG03991	6.243527
HG03777	HG03782	5.064133
HG01935	HG02262	5.205185
HG00246	NA12341	5.012978
HG00319	HG00367	7.942719
NA19652	NA19663	5.531105
HG03469	HG03575	8.160247
HG00554	HG00641	6.152908
NA19036	NA19390	5.694519
HG01064	NA19663	5.604126
NA19036	NA19474	6.377457
HG03884	HG04075	5.534409
NA20868	NA21098	5.303917
NA20868	NA21129	11.46448
NA19393	NA19452	10.17999
HG03750	HG03955	5.639454
HG03884	HG04107	5.666878
HG01599	HG02138	7.11343
HG01089	HG01204	21.02422
HG03885	HG03890	5.877754
HG01052	HG01055	13.42166
NA19716	NA19774	5.797653
NA19716	NA19770	6.286254
HG01070	HG01188	18.72968
HG01917	HG02291	7.923698
HG03139	HG03196	5.395714
HG02386	NA18545	5.029243
HG01061	HG01187	10.67949
HG01063	HG01932	5.712059
NA19041	NA19318	8.487377
HG01935	HG01967	5.63344
HG03989	HG04035	5.392628
NA20514	NA20774	6.149563
HG01684	HG01765	5.039909
HG01912	NA18517	5.079597
HG01073	HG01108	5.54769
NA19206	NA19225	5.819157
HG01083	HG01110	12.00874
HG01047	HG01105	21.92365
HG01912	NA12761	5.311242
HG01112	HG01556	6.220825
HG03681	HG04035	8.329388
HG01083	HG01107	18.00534
HG03124	HG03304	5.223904
HG00278	HG00330	7.714626
NA21113	NA21124	14.51582
HG02087	HG02127	5.624535
HG00304	HG00308	5.226681
NA21106	NA21114	6.457645
HG03837	HG04047	5.457794
HG03124	HG03370	5.080482
HG01492	HG01536	5.339905
NA21106	NA21133	17.11068
NA20510	NA20542	7.297882
NA18977	NA19058	5.667053
HG00734	HG01105	21.95193
NA19036	NA19317	6.740173
HG01088	HG01168	8.566669
HG01958	HG02455	7.994966
HG00734	HG01111	16.19438
NA12045	NA12878	6.544445
HG00276	HG00321	11.34729
HG01112	HG01700	5.046165
HG00276	HG00290	11.03825
HG01807	HG02407	5.660789
NA19393	NA19451	7.712203
HG00276	HG00285	6.867195
HG03745	HG03986	9.239899
HG02308	HG03091	5.35791
HG03681	HG03989	8.923843
HG02757	HG02861	5.004677
HG02155	HG02182	7.030197
NA21117	NA21118	5.308404
HG01684	NA19783	5.602333
HG02076	HG02087	5.070732
HG01137	HG01464	31.71251
HG00108	HG00118	10.62036
NA20845	NA21105	6.727531
HG00353	HG00384	5.04538
HG01353	HG01389	13.00279
HG01188	HG01405	13.61495
HG02976	HG03295	6.763792
HG01137	HG02348	5.087879
NA19324	NA19404	5.830795
HG02180	HG02356	5.14201
HG01377	HG01497	7.200733
NA20504	NA20526	6.202616
NA20790	NA20803	7.572418
HG03755	HG03985	13.82988
HG02895	HG02983	5.461823
HG02479	NA19908	8.850945
HG02381	NA18545	6.170883
HG02351	HG02375	11.31395
NA19316	NA19390	8.102463
HG01353	HG01455	5.471069
HG01110	HG01177	10.99578
NA19324	NA19437	5.476509
HG00736	HG01052	6.771019
HG03451	HG03470	13.66182
HG03691	HG03854	6.611624
NA18982	NA19005	6.775055
NA20902	NA21129	11.26217
HG01031	HG02250	7.13752
HG03189	HG03267	15.50182
HG03837	HG03851	7.156319
HG00235	HG00251	11.13867
HG00179	HG00311	11.24188
HG02180	HG02186	5.036636
NA19684	NA19756	7.696727
NA19338	NA19395	5.885994
HG03951	HG03989	24.30402
HG01377	HG01444	7.374581
NA19663	NA19777	5.360199
NA19376	NA19452	5.661858
NA21090	NA21105	11.90158
HG00640	HG01191	30.48204
NA19376	NA19390	5.023476
HG01345	HG01556	8.808296
HG02046	HG02085	5.052014
NA18970	NA18981	5.105672
HG01139	NA19756	6.810665
HG00096	HG00108	11.22803
HG00378	HG00380	6.193581
HG00176	HG00268	5.450912
HG01066	HG01110	10.25638
NA20899	NA20911	8.13324
HG02977	HG03103	6.157748
HG01348	HG01521	9.273781
HG01242	HG01403	5.461624
HG02678	HG02840	6.124619
HG00096	HG00103	5.126557
HG03063	HG03485	6.384247
