ID1	ID2	IBD_CM_SUM
HG02684	HG03021	7.072525
HG03121	HG03372	59.03119
HG03121	NA18870	13.63934
HG03973	HG04018	5.087021
HG03973	HG04056	14.9422
NA21103	NA21106	12.36966
HG03121	HG03168	30.98868
NA21103	NA21105	20.24961
HG03772	HG04063	24.08655
HG01986	HG01990	5.010162
HG01085	HG01174	23.2753
HG01085	HG01312	5.966118
HG01443	HG01550	49.55335
HG02775	HG03998	5.065723
HG00742	HG01105	18.31136
HG00742	HG01069	54.54597
HG00732	HG01403	54.95323
HG02309	HG02419	8.488907
HG02339	HG02489	8.271267
HG00742	HG01190	27.50252
HG00280	HG00379	10.70066
NA19042	NA19318	12.66498
NA20851	NA21117	10.97051
HG00280	HG00367	19.06282
HG00742	HG01051	17.86658
HG00742	HG01402	43.50094
HG02952	NA18870	6.944518
HG00742	HG01162	14.52325
NA20526	NA20795	25.9735
HG02684	HG03660	15.86548
HG01104	HG01413	15.32337
HG03563	HG03583	13.31733
NA21103	NA21113	27.84424
HG00732	HG01176	22.09698
HG00323	HG00375	14.79819
HG00323	HG00341	11.3148
HG01124	HG01281	7.609055
HG00732	HG01101	24.66293
NA21091	NA21103	5.079895
HG00742	HG01395	50.71021
NA20869	NA21133	23.74194
HG00742	HG01965	5.339752
HG00280	HG00308	12.68544
HG02922	HG03123	13.23582
NA21102	NA21124	23.85151
NA20588	NA20771	5.506912
NA20869	NA21143	22.34591
HG00182	HG00349	16.88374
HG01089	HG01303	34.04062
HG01085	HG01305	27.4775
HG00280	HG00383	13.13275
HG02947	HG02977	32.42064
HG00742	HG01073	53.29395
HG01137	HG01465	21.40935
NA19434	NA19448	7.374809
HG01140	HG01465	68.81079
NA20901	NA20905	38.14243
HG00732	HG01098	16.66402
HG01137	HG01443	14.39534
NA21091	NA21115	5.345825
HG02186	HG02377	5.62162
HG02186	HG02250	5.338104
HG01140	HG01474	26.13587
HG03872	HG03976	5.704529
HG01124	HG01522	5.710716
HG02947	HG03369	11.6374
HG00742	HG01052	46.05888
NA20851	NA21104	5.324438
HG00732	HG01395	23.9419
HG01085	HG01612	7.926468
HG01509	HG01524	6.443375
HG00742	HG01176	45.04579
HG00274	HG00349	35.14811
HG00274	HG00325	11.64545
HG01124	HG01359	6.827194
HG01137	HG01455	28.27882
HG00182	HG00309	12.02334
HG01770	NA19720	6.304068
NA20902	NA21141	12.85489
HG01440	HG01680	10.39641
NA20869	NA20910	8.309509
NA20585	NA20766	7.641754
HG01089	HG01395	32.74529
HG01867	HG02138	5.538345
HG01140	HG01272	7.78257
HG00181	HG00268	5.625137
HG00173	HG00368	14.01223
HG02922	HG03280	6.519539
HG01089	HG01619	5.046611
HG00326	HG00335	18.4397
HG00182	HG00311	5.875519
NA20518	NA20801	9.620232
HG00326	HG00376	5.10268
HG01140	HG01348	26.83507
HG00326	HG00330	12.96611
NA20902	NA21107	22.11625
NA19346	NA19455	24.06351
HG02922	HG03298	5.067863
HG02922	HG03168	5.682343
HG00651	HG00693	5.067123
HG00326	HG00383	29.85903
NA20518	NA20768	17.22702
NA20518	NA20795	27.56935
NA21102	NA21113	51.97339
HG01140	HG01357	22.29531
HG01085	HG01171	14.79242
HG00742	HG01188	17.47554
HG01443	HG01444	37.45041
HG03754	HG03900	5.020838
HG01137	HG01281	30.8018
HG00182	NA06989	5.353424
HG00274	HG00343	5.026367
HG00280	HG00313	15.84504
HG01085	HG01311	23.52284
HG00742	HG01167	6.018356
HG02583	HG02870	12.59952
HG01137	HG01260	43.61165
HG03943	HG04227	33.73329
HG00350	HG00353	7.398224
HG00742	HG01098	20.53991
HG01200	HG01286	17.11432
NA20869	NA21137	11.84419
HG01140	HG01374	37.76284
HG02301	NA19740	10.94274
NA21102	NA21143	19.4987
HG00280	HG00304	11.36607
HG01140	HG01485	21.80361
HG00742	HG01168	13.87409
HG00274	HG00366	14.26744
HG01200	HG02002	5.624481
NA21102	NA21105	14.61222
HG03686	HG03838	7.160873
NA11932	NA12890	36.88615
NA19676	NA19773	5.33757
NA20869	NA21104	5.905632
NA20892	NA21109	6.513684
NA20902	NA21098	18.63914
NA07048	NA11830	5.923751
HG00734	HG00739	17.51625
HG01173	HG01182	14.07035
HG00766	HG00956	5.600372
HG01896	HG02323	11.96098
NA20861	NA20876	5.506531
HG02152	HG02190	5.732071
NA20521	NA20795	14.83284
HG00766	HG00851	15.37155
HG02152	HG02380	31.54248
NA19334	NA19404	12.22763
HG01344	HG01685	8.83238
HG00328	HG00376	5.778178
HG02152	HG02188	23.61981
HG02968	HG03367	22.82811
HG00734	HG01107	8.289795
HG01049	HG01108	12.71738
NA20852	NA20893	27.34808
NA20852	NA21122	5.653435
HG01923	HG02301	5.493145
NA19401	NA19452	7.765137
HG01344	HG01432	6.800583
NA21102	NA21130	9.125656
HG00181	HG00382	7.056391
HG02922	HG03136	5.189713
HG01848	HG01860	6.315811
HG02685	HG02727	16.11986
HG03838	HG04227	6.208733
HG00277	HG00336	10.65394
HG03410	HG03563	14.15023
HG00310	HG00373	5.038025
NA07048	NA12340	53.45629
HG00766	HG02166	5.887474
HG00501	HG00536	6.701691
HG02685	HG02783	30.80933
NA20902	NA21104	23.00815
NA20892	NA20896	6.450302
HG00328	HG00367	5.290306
HG00277	HG00330	6.113579
NA20852	NA20903	43.99975
NA21109	NA21127	6.114822
HG01080	HG01094	42.79076
HG01049	HG01073	27.35389
HG00739	HG01095	24.3387
HG01049	HG01242	5.825188
HG00739	HG01190	6.128937
HG01956	HG02511	19.95201
NA20505	NA20588	22.41717
HG01432	HG01495	39.1538
HG00734	HG01405	38.74383
HG02610	HG02611	9.314621
HG01049	HG01182	49.73435
HG00114	HG00252	5.928574
HG00739	HG01089	26.77567
HG00268	HG00327	12.73333
HG00551	HG01082	58.29623
HG01254	HG01366	12.49788
HG00268	HG00326	6.773338
HG01079	HG01101	23.48311
HG00233	HG00237	10.04128
HG01049	HG01615	5.841454
HG01080	HG01248	11.54998
HG00739	HG01060	40.76056
HG03376	HG03419	7.399333
HG00739	HG01052	18.39734
HG01191	HG01205	33.32449
HG00114	HG00254	7.014343
HG00268	HG00379	16.13662
HG01161	HG01403	17.78256
HG01366	HG01488	44.35763
HG01049	HG01110	12.25169
NA20884	NA21143	11.75047
NA20895	NA21125	11.10505
NA21111	NA21113	5.224518
HG03756	HG03900	23.49792
HG02651	HG02660	14.68717
HG03081	HG03479	8.356186
HG02685	HG02793	21.96772
HG00734	HG01242	17.79223
NA20852	NA21109	5.533279
HG01049	HG01205	17.0088
HG02152	HG02178	11.84805
NA20892	NA20894	5.429482
HG02685	HG02778	29.93235
NA19462	NA19475	6.370544
HG01049	HG01402	26.90518
HG00310	HG00358	5.137314
HG03391	HG03556	7.018021
HG01302	HG01402	24.47607
HG01049	HG01393	17.52727
HG01161	HG01303	36.85657
HG03391	HG03452	8.368904
HG01366	HG01492	17.63184
HG01049	HG01054	25.45053
HG02731	HG03663	5.049309
HG00739	HG01082	14.91608
HG02571	HG02623	5.415538
HG02685	HG02728	6.625717
NA21127	NA21128	15.34744
HG01049	HG01312	24.47178
HG00739	HG01108	15.99328
NA19334	NA19461	5.193115
HG02968	HG03342	7.578293
HG01161	HG01312	32.17662
HG01049	HG01174	5.620731
HG01049	HG01170	6.866562
HG03410	HG03473	32.29247
HG00327	HG00371	5.208336
HG00328	HG00368	23.08279
HG01254	HG01356	61.38262
HG02944	HG03343	8.57576
HG01675	HG02233	5.475609
HG03780	HG03974	12.89458
HG02461	HG03024	5.313217
HG03105	HG03367	32.76082
HG01447	HG01461	8.417843
HG03224	HG03558	5.862846
HG00551	HG01204	12.86104
HG00551	HG00640	32.1518
NA20853	NA21143	10.76287
HG01079	HG01188	30.2046
NA18510	NA19116	6.628281
HG00334	HG00343	44.48726
HG01257	HG01277	20.94047
NA20853	NA20911	11.87343
HG03209	HG03439	6.260101
HG01257	HG01495	14.07141
HG01794	HG02379	6.015965
HG00281	HG00373	14.23505
NA20853	NA20868	5.607269
HG00281	HG00315	5.318367
HG01257	HG01468	41.05559
HG03850	HG03854	8.10025
HG03224	HG03547	18.31942
HG01312	HG01398	63.32536
HG00551	HG01066	12.30487
HG01675	HG01679	5.807503
HG00268	HG00304	10.93717
HG03055	HG03575	5.502911
HG01191	HG01325	39.0887
HG00739	HG01183	29.68586
HG00739	HG01395	19.80079
HG01191	HG01308	10.84509
NA20853	NA21122	6.143188
HG00114	HG00117	13.68814
HG00739	HG01097	22.19939
NA20853	NA21086	5.76503
HG02461	HG02595	7.248535
HG01254	HG01456	5.116247
HG03055	HG03209	18.50851
HG01914	HG02339	8.605179
HG01080	HG01110	5.437103
HG01794	HG02187	5.244797
HG00551	HG01104	62.68338
HG03055	HG03449	6.097244
HG01049	HG01098	50.46126
NA19445	NA19461	5.086197
NA21109	NA21128	5.12738
HG02944	HG03163	5.568626
HG03224	HG03578	5.16584
HG00551	HG01054	33.86108
HG01254	HG01494	11.2266
HG01914	HG02095	6.467255
NA20853	NA21142	5.004913
NA20864	NA20881	12.13976
HG00288	HG00349	16.98814
NA21109	NA21113	5.134033
NA20884	NA20889	15.7896
HG00131	HG00139	8.97821
HG01254	HG01377	5.037712
HG03209	HG03563	6.759964
HG01456	HG01495	15.92928
NA20884	NA21104	20.03197
HG00551	HG01170	41.53478
HG01254	HG01491	18.31628
HG00739	HG01188	6.289856
HG01080	HG01405	29.99281
NA20505	NA20801	5.688334
HG00978	HG02409	11.09299
NA20853	NA21102	17.40946
HG01794	HG02182	7.00016
HG00551	HG01101	18.52392
HG00733	HG00742	52.40389
NA19660	NA19681	6.832703
HG01312	HG01405	34.9893
HG03363	NA18870	42.22102
HG00284	HG00357	18.30113
HG01095	HG01162	6.829071
HG01847	HG02070	13.34333
HG00708	HG02029	6.617912
HG00867	HG01797	8.065414
HG01190	HG01248	6.515518
HG00733	HG01198	18.65434
HG02623	HG02757	6.105087
HG02318	HG02496	9.110779
HG00733	HG01414	34.2991
HG00337	HG00345	5.408234
HG01190	HG01412	59.03793
HG03054	HG03082	6.448746
HG00281	HG00339	11.41584
HG00733	HG01049	7.543762
HG01113	HG01259	20.48261
HG00284	HG00384	17.28864
HG00281	HG00382	6.710262
HG02166	HG02410	10.72161
NA18510	NA18870	9.561142
NA20532	NA20770	30.54053
HG01527	HG01668	6.376221
HG02623	HG02807	5.058174
HG00867	HG02156	11.60159
HG03012	HG03823	5.256897
HG00337	HG00364	7.259354
HG03103	HG03352	5.566193
HG00284	HG00355	10.71931
HG01325	HG01405	24.46468
HG03103	HG03163	52.1425
HG03796	NA21098	5.706675
HG00281	HG00364	10.90151
HG01961	HG02105	5.26329
HG03054	HG03458	8.034058
HG01312	HG01395	14.07392
HG03780	HG03871	9.466133
HG03556	HG03559	25.4448
NA20532	NA20807	9.174484
HG01325	NA19669	5.622536
HG00288	HG00313	22.93142
HG00278	HG00328	11.33775
HG01190	HG01241	5.039911
HG00867	HG02391	11.18291
HG01102	HG01242	5.173615
HG02613	HG02675	7.950386
HG04018	HG04212	7.88414
HG01257	HG01488	26.14617
NA21093	NA21144	18.49929
NA20853	NA20871	11.1623
HG00278	HG00282	12.70025
HG00337	HG00381	8.56987
HG00281	HG00355	5.587418
HG02944	HG03511	5.436897
HG01312	HG01323	36.01299
HG03105	HG03159	8.24469
NA19027	NA19030	12.40157
HG01105	HG01191	13.03414
HG01519	HG01531	6.004581
HG02013	HG02439	11.99056
HG01105	HG01170	22.7416
HG01170	HG01197	6.91626
HG03644	HG03745	14.29547
HG00099	HG00120	19.51622
HG01105	HG01323	39.42023
HG02462	HG02645	53.53984
HG01383	HG01497	24.49457
HG02262	NA19777	5.362576
HG01113	HG01148	28.88863
HG01174	HG01305	11.59124
HG01095	HG01204	19.66248
HG01961	HG02271	10.8032
NA19027	NA19310	24.81058
NA19027	NA19031	24.43373
HG01113	HG01139	22.75855
HG03057	HG03380	5.962509
HG01170	HG01174	32.92301
HG01095	HG01183	61.87496
HG03103	HG03127	12.87318
NA19027	NA19320	10.84543
HG03103	HG03133	21.86919
HG03103	HG03268	5.481445
HG01174	HG01176	41.7102
HG02013	HG02339	25.24144
HG00613	HG00619	28.73045
HG00566	HG00634	5.985352
HG00099	HG00118	6.17857
HG00338	HG00373	10.73193
HG00112	HG00119	38.34478
NA21123	NA21129	34.27334
HG00097	HG00100	31.67524
HG01170	HG01402	43.22783
HG02623	HG02813	15.92785
HG01704	NA20515	5.111507
HG00100	HG00102	25.00382
HG03644	HG03986	25.25151
HG01095	HG01187	32.42225
HG01174	HG01302	27.11674
HG00733	HG01105	5.226089
HG03103	NA19909	5.35351
HG00867	HG01806	5.031281
HG01113	HG01497	52.92903
HG00867	HG01029	20.95711
HG03895	HG04200	6.506324
HG02262	HG02301	6.019424
HG02623	HG02884	5.082199
NA19027	NA19318	11.4085
HG03895	HG03990	6.301018
HG00284	HG00341	16.59176
HG02262	HG02348	7.298218
HG01095	HG01174	22.5536
NA19027	NA19043	6.59523
NA21093	NA21114	10.13329
HG01113	HG01456	12.20856
HG00733	HG01052	36.07733
HG03166	HG03199	19.7318
HG01136	HG01359	19.94175
HG00743	HG01413	25.91066
HG01612	HG01632	6.086533
HG02646	HG02807	5.357834
HG00743	HG01176	14.74463
NA21105	NA21109	5.037735
HG01136	HG01356	31.19444
HG01383	HG01464	13.20916
HG02941	HG03111	5.111031
HG01107	HG01242	10.13583
HG03695	HG03698	26.0161
HG01983	HG02275	5.473236
NA11894	NA12006	5.526119
HG02462	HG02611	128.4389
HG03016	HG03705	22.95501
NA21106	NA21135	8.709908
HG02462	HG02852	99.70302
HG03446	HG03469	9.898277
HG00743	HG01080	22.58947
HG01598	HG02060	7.516644
HG01136	HG01360	36.80342
NA20854	NA20863	5.077917
HG01136	HG01468	38.21744
HG02165	HG02178	5.175702
HG01136	HG01353	21.48889
HG01136	HG01438	30.38499
HG01383	HG01489	27.47496
HG02462	HG02860	29.68505
HG01437	HG01501	10.08397
HG01069	HG01077	21.45833
HG01519	NA19725	7.909191
HG00743	HG01111	29.85279
HG02941	HG03265	5.75074
HG01107	HG01325	21.89668
HG01935	HG02105	5.27095
HG01519	HG01521	7.898341
HG01069	HG01190	59.48434
HG01107	HG01326	45.21588
HG00369	HG00383	29.92516
NA19374	NA19379	9.529533
HG01105	HG01247	33.02089
HG01069	HG01102	28.23071
HG01323	HG01326	16.74879
HG01437	HG01465	27.5332
HG03695	HG03836	14.15841
HG01437	HG01550	54.96522
HG01704	NA19780	5.363196
HG01174	HG01188	19.86101
HG02941	HG02971	17.76646
HG01136	HG01447	11.58782
HG01069	HG01365	5.250601
HG00099	HG00110	34.78677
HG02275	NA19726	5.402184
HG00097	HG00101	11.13195
HG00099	HG00103	7.831945
HG01805	HG02178	6.213634
HG01865	HG02137	6.290352
NA20507	NA20765	9.251198
HG01105	HG01248	25.73254
NA20854	NA21086	6.803216
NA20759	NA20806	15.04436
HG01113	HG01122	9.74622
HG00338	HG00375	5.726593
HG03718	HG04025	25.58204
HG03099	HG03163	5.672565
HG00740	HG01248	33.14179
HG02646	HG02839	12.24928
HG01566	HG01668	5.018097
HG01378	HG01461	9.157734
HG01251	HG01359	69.90363
HG01101	HG01403	16.428
NA19138	NA19185	8.774658
NA20538	NA20589	19.36251
HG02390	HG02394	9.015823
NA18939	NA19004	5.110588
HG03198	HG03352	12.71502
NA20542	NA20795	16.39984
NA20877	NA21118	8.859917
HG01277	HG01489	10.88248
HG01101	HG01242	14.54312
NA20513	NA20758	6.615337
HG01277	HG01378	85.56804
HG00740	HG01105	20.7995
HG01269	HG01362	15.08057
HG01101	HG01392	25.07813
HG02588	HG02642	5.022217
HG02725	HG02728	34.13104
HG01101	HG01182	29.31913
HG01612	HG02104	5.240143
HG01277	HG01495	18.25465
HG02923	HG03121	6.142334
HG01796	HG02373	20.8471
NA20542	NA20752	6.145952
NA20877	NA21123	24.21229
NA20581	NA20802	5.666656
NA19439	NA19457	15.98035
HG00740	HG01303	18.72322
HG03695	HG03846	6.420364
NA20877	NA21110	27.01801
HG01107	HG01188	49.17434
HG00238	HG00250	5.108978
HG00740	HG01083	49.3175
NA20911	NA21086	6.870041
HG03446	HG03478	15.0873
HG01101	HG01105	13.21076
NA20877	NA21129	6.422516
HG00743	HG01133	5.893509
HG03695	HG04210	14.95493
HG01437	HG01464	18.70366
HG01269	HG01474	42.32927
NA20854	NA20867	12.17555
NA20513	NA20516	8.670937
NA21105	NA21128	11.13348
HG01795	HG02152	5.393456
HG02941	HG03109	6.294014
HG03695	HG03897	5.607567
NA20538	NA20775	5.359787
HG00743	HG01077	23.62019
HG02024	HG02032	5.525986
HG01777	HG02102	5.696396
HG01107	HG01412	62.35931
HG01136	HG01348	12.04484
NA21105	NA21107	5.496788
HG00743	HG01061	55.04032
HG00743	HG01060	77.93723
HG00257	HG00259	5.370659
HG01912	HG02330	5.727135
NA19430	NA19468	13.5029
HG02757	HG03258	6.213638
HG00276	HG00304	30.30694
HG02266	NA19682	5.27095
HG01176	HG01305	13.72359
HG00343	HG00383	69.78981
NA21107	NA21118	25.34694
HG00272	HG00319	20.97296
NA21107	NA21119	26.4905
HG00306	HG00326	5.203156
HG01054	HG01063	45.32639
HG00306	HG00323	16.91751
HG00343	HG00368	10.24821
HG00343	HG00353	13.56306
HG02716	HG02772	8.066147
HG01054	HG01395	31.68139
HG00272	HG00353	10.75349
HG01816	HG02151	124.6151
NA20514	NA20517	11.43444
HG02757	HG02884	9.075089
HG00343	HG00364	7.535845
HG01357	HG01359	36.99153
NA18947	NA18973	5.424889
HG03829	HG03937	5.722916
NA20888	NA21102	10.62025
NA20888	NA20902	17.55231
HG03367	HG03499	35.65944
HG01164	HG01413	25.23124
HG01164	HG01174	17.79035
HG02810	HG02852	5.151085
HG01054	HG01405	18.60477
HG01054	HG01098	34.40758
HG01077	NA19723	5.526291
HG01177	HG01200	22.19798
NA19394	NA19401	23.86241
HG00306	HG00383	10.73868
NA20796	NA20815	12.95053
HG00335	HG00349	10.96469
HG03455	HG03478	15.40841
NA19019	NA19454	5.186562
NA19452	NA19462	5.932846
HG01077	HG01107	23.01345
NA19019	NA19384	5.238106
HG03388	HG03547	20.00201
NA19019	NA19309	6.027596
NA20856	NA21089	12.58618
HG00276	HG00331	14.57098
HG01277	HG01284	12.85964
HG01101	HG01168	14.35403
NA06984	NA20282	5.154113
HG01796	HG01799	6.383163
HG01537	HG01675	6.37793
HG01269	HG01348	43.07444
HG01269	HG01356	18.18442
NA19439	NA19446	19.09645
NA20756	NA20766	18.23957
HG03697	HG03750	11.41379
HG01094	HG01205	28.4113
HG01277	HG01488	13.66042
HG01094	HG01162	47.26269
HG00174	HG00379	6.291031
HG00596	HG00608	7.371796
HG01094	HG01308	64.61136
NA20534	NA20803	6.352455
HG01378	HG01447	6.795063
HG03738	HG03895	9.515079
HG01277	HG01345	55.55983
HG01277	HG01348	39.24103
NA20911	NA21119	16.02454
HG03099	HG03114	29.27986
HG00276	HG00360	12.58261
NA21107	NA21127	31.54219
HG02757	HG03049	10.55144
HG00343	HG00384	12.23992
HG01537	HG02219	6.447659
HG01094	HG01187	39.03635
HG00272	HG00281	13.17377
HG00336	HG00365	11.18381
NA19758	NA19770	7.191345
HG03198	HG03311	17.56524
HG01054	HG01205	47.5368
HG03690	HG03943	37.32624
HG01054	HG01058	24.21041
HG01094	HG01164	13.88071
HG01413	HG01464	7.429596
HG02923	HG03175	51.15375
HG00272	HG00328	25.28574
HG01378	HG01485	37.32794
NA21107	NA21129	33.90626
HG01094	HG01182	23.83875
HG03697	HG03851	39.89875
HG00343	HG00357	6.560116
HG01054	HG01566	10.39069
HG00111	NA11918	5.521118
HG03738	HG03900	11.21082
NA20514	NA20532	9.883476
HG00376	HG00381	6.856928
HG01054	HG01164	25.91127
HG03690	HG03753	6.288635
HG01054	HG01325	33.89918
HG01094	HG01110	15.914
HG01176	HG01413	25.54068
HG01176	HG01525	9.273636
HG03099	HG03126	17.37012
NA19430	NA19449	7.300812
HG00276	HG00342	14.66343
NA20514	NA20770	15.4271
HG00272	HG00376	14.5814
HG00404	HG00530	5.033011
HG03445	HG03455	50.6534
HG00641	HG01396	47.29366
NA19379	NA19467	5.750328
HG01131	NA19770	6.441204
HG00641	HG01111	27.75102
NA18962	NA19067	6.857059
HG02095	HG02322	19.81398
HG01061	HG01325	10.34331
NA19654	NA19676	6.116501
HG00641	HG00742	15.35199
HG01060	HG01064	53.68464
HG01052	HG01092	13.51484
HG00109	HG00122	12.13319
HG00731	HG01061	42.12528
HG01061	HG01191	33.91064
NA19379	NA19431	17.18739
HG03124	HG03169	11.48057
HG03139	HG03363	13.58376
HG01746	NA19651	5.257057
HG00731	HG01403	51.18867
HG02050	HG02078	5.079028
HG01061	HG01170	28.06776
HG01917	HG02008	6.812485
HG00478	HG00533	44.70296
HG01182	NA19092	9.221741
HG01182	HG01305	5.377367
HG03445	NA19920	6.794117
HG01052	HG01183	33.99139
HG01052	HG01395	24.44095
HG00109	HG00309	6.904762
HG01060	HG01775	5.205803
NA19324	NA19394	7.021545
HG01061	HG01133	6.168152
HG00641	HG01413	23.79113
HG01182	HG01204	43.40541
HG01061	HG01403	39.28416
HG00641	HG01060	36.04763
HG00109	HG00117	16.70532
HG01182	HG01183	82.41728
HG00641	HG01305	36.45863
NA19041	NA19475	8.567513
NA19041	NA19391	5.769341
HG02153	HG02374	5.799934
HG02315	HG02580	26.20358
NA20792	NA20795	51.95415
HG03744	HG03884	5.024637
NA19324	NA19472	6.430332
HG00641	HG01110	37.12722
HG02334	HG02594	10.80127
HG02724	HG02790	21.34066
HG03388	HG03451	9.427322
NA18947	NA19054	5.424889
HG00306	HG00341	7.394104
HG00306	HG00308	7.560112
NA19019	NA19027	5.695168
HG00534	HG00542	9.969513
HG00335	HG00372	6.334602
HG02334	HG02589	5.354706
HG01177	NA19725	6.403564
NA19379	NA19900	5.317703
HG01077	HG01305	8.016972
HG01389	HG01431	30.52077
HG01177	HG01395	61.87172
HG00242	HG00260	7.068771
HG01676	HG01786	5.114777
HG01131	HG01366	26.08594
HG01281	HG01344	6.656799
NA20772	NA20797	8.693825
HG02465	HG02722	6.070591
HG02595	HG02810	9.07312
HG02465	NA19818	9.203732
HG01281	HG01432	39.94108
HG02582	NA20334	5.488998
HG01281	HG01456	24.34724
NA19380	NA19455	10.41632
NA19380	NA19404	5.52652
HG01077	HG01405	35.48812
NA19019	NA19311	5.695168
HG01131	HG01492	28.45594
HG03866	HG03896	6.350746
HG03773	HG03787	5.444962
HG01060	HG01108	25.37793
HG03866	HG03953	9.132233
HG03773	HG04025	20.93039
HG00589	HG00607	5.093792
NA19019	NA19031	17.02834
HG01131	HG01479	18.01694
HG01131	HG01350	9.718185
HG03773	HG04026	39.56578
NA19452	NA19468	15.7967
HG00560	NA18740	5.06572
HG00731	HG01198	12.08689
HG01052	HG01173	15.00082
HG03297	HG03354	11.45455
HG00171	HG00324	19.24829
HG01052	HG01190	13.63103
HG01182	HG01286	18.18679
HG00731	HG01161	16.51927
HG00731	HG01049	12.56858
NA20800	NA20821	5.872986
HG00109	HG00125	11.94926
HG00171	HG00326	18.90495
HG03343	HG03515	7.311569
HG01052	NA19678	6.136551
NA19312	NA19360	94.04706
HG00731	HG01312	21.24661
HG01061	HG01111	19.63407
HG00109	HG00124	7.99556
HG00109	HG00119	32.19118
HG01060	HG01308	51.44059
HG01131	HG01459	8.819353
NA20792	NA20826	5.75676
HG01060	HG01095	35.93593
HG00177	HG00325	19.30833
HG01256	HG01432	37.18154
HG01248	HG01412	84.41303
HG00844	HG01028	5.501331
HG01064	HG01067	93.3213
HG01853	HG02057	5.436722
HG01958	HG02479	14.92608
HG01260	HG01465	51.9326
HG01064	HG01412	37.74146
HG01260	HG01443	26.25043
HG01886	HG03084	6.742737
HG00554	HG01063	28.51493
NA19043	NA19328	5.560596
HG01064	HG01092	20.13004
HG00554	HG01097	30.60333
NA20899	NA21117	13.33632
HG01064	HG01073	39.32121
HG00844	HG00982	20.82682
HG00844	HG02155	19.35903
NA19043	NA19448	10.37666
NA19035	NA19313	5.046036
HG00319	HG00328	33.79783
NA19035	NA19434	5.211788
HG01807	HG02392	8.728928
HG01761	HG02221	5.903381
HG01958	HG02343	6.437561
HG00554	HG01403	25.71957
HG01064	HG01177	41.71941
HG01064	HG01176	25.26045
HG01248	HG01323	58.91556
HG01064	HG01525	6.275436
HG01064	HG01107	5.922348
HG01064	HG01323	8.725708
HG01064	HG01308	29.64661
NA07347	NA12716	15.80723
HG01967	HG02291	6.583292
HG01242	HG01303	5.427673
NA19035	NA19438	5.095596
HG00319	HG00368	13.88791
HG00178	HG00349	12.10069
NA19372	NA19391	5.582001
HG00177	HG00281	5.639114
HG01064	HG01168	28.63804
HG01958	HG02429	32.88552
HG02493	HG02784	6.080185
HG00309	HG00372	11.63699
NA20899	NA21119	19.51329
NA21099	NA21133	25.65362
HG01880	NA12813	7.279144
HG01064	HG01167	25.53263
HG01260	HG01491	41.07761
HG01967	HG01982	11.38182
HG01967	HG02265	11.7632
HG01256	HG01491	16.46275
NA21099	NA21123	39.46351
HG00177	HG00326	17.17394
NA21099	NA21143	10.13407
HG00360	HG00371	7.861092
NA19035	NA19324	7.805168
HG01260	HG01437	34.47965
HG03753	HG03837	13.12135
NA19720	NA19771	14.62439
HG00177	HG00274	17.95326
NA21099	NA21127	12.38122
HG00309	HG00349	6.839279
HG03803	HG03910	5.732468
HG00554	HG01055	38.08929
HG03479	HG03556	5.651951
HG00565	HG00583	8.047199
HG01256	HG01447	15.28442
HG02385	HG02402	28.90986
NA19041	NA19355	14.37818
HG00554	HG01051	36.11646
HG00554	HG01162	22.75554
NA19043	NA19384	21.72621
NA19041	NA19372	10.51715
NA18973	NA19054	5.52964
HG02385	HG02394	19.74555
HG02364	HG02383	11.40474
NA19355	NA19449	7.772896
HG02156	HG02182	86.01002
HG02420	HG02427	12.80109
HG01939	HG02274	11.42215
HG00844	HG02374	5.398621
HG00641	HG01048	46.07726
HG03343	HG03354	14.0568
HG01350	HG01384	39.47865
HG01061	HG01167	32.87371
HG00457	HG00542	5.504684
